baseline_type,window_length,correlation_kind,component_i,component_j,metric,empirical_value,baseline_median,baseline_p05,baseline_p95,difference_from_median,percentile_rank,inside_envelope,above_envelope,below_envelope,n_simulations,quantile_method,outside_envelope
gaussian,8192,rms_volatility_correlation,D_04,D_08,correlation,0.8906698530032024,-0.0071757846518949765,-0.08339388077291264,0.08871179153494742,0.8978456376550974,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_04,D_09,correlation,0.7838328602734835,0.005307788577693127,-0.08555023829535405,0.08699219878755188,0.7785250716957904,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_05,D_01,correlation,0.9675208681411201,-0.004570908192385925,-0.16294084948212728,0.1575609221316425,0.9720917763335061,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_05,D_02,correlation,0.9668598362358445,0.0027664399880591977,-0.15006190417732057,0.1376970179307528,0.9640933962477853,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_05,D_03,correlation,0.9659763083241931,-0.002728023206234706,-0.13335327709999995,0.17351292617827316,0.9687043315304278,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_05,D_04,correlation,0.9557846979796171,-0.008070068031610613,-0.1320597176144155,0.1295032392090873,0.9638547660112277,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_05,D_05,correlation,0.9999999999999999,1.0,0.9999999999999998,1.0,-1.1102230246251565e-16,0.28,True,False,False,100,linear,False
gaussian,8192,rms_volatility_correlation,D_05,D_06,correlation,0.9338934808823547,0.004815072504408477,-0.11291884099421962,0.11945964422555187,0.9290784083779462,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_05,D_07,correlation,0.9139669607161364,0.009895229337931851,-0.0767327094265688,0.09097256745550135,0.9040717313782045,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_05,D_08,correlation,0.8850688925700839,-0.00047578152334251217,-0.07679834793706239,0.0818311349734363,0.8855446740934264,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_05,D_09,correlation,0.7724433134579168,-0.0046160304583658385,-0.06889636462294835,0.06232230131958992,0.7770593439162827,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_06,D_01,correlation,0.9612519726656973,-0.01042810809088655,-0.12174730294442247,0.13360944976102634,0.9716800807565839,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_06,D_02,correlation,0.9600029661055026,0.01641505943720247,-0.09146927127029814,0.13039184504368928,0.9435879066683002,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_06,D_03,correlation,0.9505062852587246,-0.007696216150669527,-0.12258229838733961,0.11886885957636228,0.9582025014093941,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_06,D_04,correlation,0.9492025939812726,-0.003910903652119395,-0.13546742844527557,0.1388811704949399,0.953113497633392,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_06,D_05,correlation,0.9338934808823547,0.004815072504408477,-0.11291884099421962,0.11945964422555187,0.9290784083779462,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_06,D_06,correlation,1.0,1.0,0.9999999999999998,1.0,0.0,1.0,True,False,False,100,linear,False
gaussian,8192,rms_volatility_correlation,D_06,D_07,correlation,0.9020739879644742,-0.024509767027493905,-0.10744689427013325,0.10199450754292046,0.9265837549919681,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_06,D_08,correlation,0.8774564532846469,0.006558899843846576,-0.0862291358668346,0.0828150738600523,0.8708975534408003,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_06,D_09,correlation,0.7678678725718576,-0.0028722783652184434,-0.07243845528859129,0.07717985736707784,0.770740150937076,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_07,D_01,correlation,0.9295299207345623,0.0030869559416433763,-0.1052273489521024,0.08470030177652656,0.926442964792919,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_07,D_02,correlation,0.9277828593628746,-0.0038566633643702147,-0.0888617400369992,0.09846082303382986,0.9316395227272448,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_07,D_03,correlation,0.9203601000222805,-0.001859995757153068,-0.08851878842940433,0.09195330754453505,0.9222200957794336,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_07,D_04,correlation,0.9190090973080955,-0.001663232399960597,-0.0967247910951675,0.09449833969801245,0.9206723297080561,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_07,D_05,correlation,0.9139669607161364,0.009895229337931851,-0.0767327094265688,0.09097256745550135,0.9040717313782045,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_07,D_06,correlation,0.9020739879644741,-0.024509767027493905,-0.10744689427013324,0.10199450754292046,0.926583754991968,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_07,D_07,correlation,1.0,1.0,0.9999999999999998,1.0,0.0,1.0,True,False,False,100,linear,False
gaussian,8192,rms_volatility_correlation,D_07,D_08,correlation,0.8478220512498673,0.005545413498013399,-0.0894046012770955,0.07821884853482615,0.8422766377518539,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_07,D_09,correlation,0.7597621863162478,0.00469873025908576,-0.05514261194803686,0.058369783873278874,0.7550634560571621,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_08,D_01,correlation,0.89784022103899,0.008650948098741042,-0.10551225972443307,0.07611767025968781,0.889189272940249,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_08,D_02,correlation,0.8951284920823557,-0.003522971321558241,-0.07863711290621085,0.07525778186853588,0.8986514634039139,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_08,D_03,correlation,0.8981907400031175,-0.0017580238493765119,-0.08874196280524217,0.08679354519450609,0.899948763852494,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_08,D_04,correlation,0.8906698530032024,-0.0071757846518949765,-0.08339388077291264,0.08871179153494742,0.8978456376550974,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_08,D_05,correlation,0.8850688925700838,-0.00047578152334251217,-0.07679834793706239,0.0818311349734363,0.8855446740934263,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_08,D_06,correlation,0.877456453284647,0.006558899843846576,-0.0862291358668346,0.0828150738600523,0.8708975534408004,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_08,D_07,correlation,0.8478220512498673,0.005545413498013399,-0.08940460127709551,0.07821884853482615,0.8422766377518539,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_08,D_08,correlation,1.0,1.0,0.9999999999999998,1.0,0.0,1.0,True,False,False,100,linear,False
gaussian,8192,rms_volatility_correlation,D_08,D_09,correlation,0.7364694947576034,-0.0017073121948040753,-0.06860719985170359,0.048442543981924664,0.7381768069524074,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_09,D_01,correlation,0.7847025409525566,0.009319772054251567,-0.07279623469572793,0.10902216469391435,0.775382768898305,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_09,D_02,correlation,0.7815825752684866,-0.00951685112022762,-0.09591522994617639,0.07345940923004826,0.7910994263887142,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_09,D_03,correlation,0.7927115342936399,-0.0063495256285268755,-0.0747837513204881,0.09591297718029336,0.7990610599221668,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_09,D_04,correlation,0.7838328602734835,0.005307788577693127,-0.08555023829535405,0.08699219878755186,0.7785250716957904,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_09,D_05,correlation,0.7724433134579168,-0.0046160304583658385,-0.06889636462294835,0.06232230131958993,0.7770593439162827,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_09,D_06,correlation,0.7678678725718576,-0.002872278365218443,-0.07243845528859129,0.07717985736707786,0.770740150937076,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_09,D_07,correlation,0.7597621863162477,0.00469873025908576,-0.05514261194803686,0.058369783873278874,0.755063456057162,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_09,D_08,correlation,0.7364694947576034,-0.0017073121948040755,-0.06860719985170359,0.048442543981924664,0.7381768069524074,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_09,D_09,correlation,1.0,1.0,0.9999999999999998,1.0,0.0,1.0,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_01,D_01,correlation,0.9999999999999998,1.0,0.9999999999999998,1.0,-2.220446049250313e-16,0.36,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_01,D_02,correlation,-0.6237189771348612,-0.5670272773066581,-0.6083918523996196,-0.5133897584665915,-0.0566916998282031,0.02,False,False,True,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_01,D_03,correlation,-0.40632262323868046,-0.35308250225921195,-0.4071138463646215,-0.30323287688245476,-0.05324012097946851,0.06,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_01,D_04,correlation,-0.3475138726914567,-0.2526191575557026,-0.3086415605095492,-0.19943946937702414,-0.09489471513575415,0.01,False,False,True,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_01,D_05,correlation,-0.24998738982979338,-0.1680204142150928,-0.22516437347457136,-0.10460282953710592,-0.08196697561470057,0.02,False,False,True,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_01,D_06,correlation,-0.15900544542562084,-0.1200370708337785,-0.17039045668179353,-0.07167817249604348,-0.03896837459184234,0.13,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_01,D_07,correlation,-0.1497786382104312,-0.08685231193806787,-0.12505045256014993,-0.046534128897911274,-0.06292632627236332,0.0,False,False,True,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_01,D_08,correlation,-0.10173030156778368,-0.055821493469554034,-0.09873148204535297,-0.00600504734375843,-0.04590880809822964,0.04,False,False,True,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_01,D_09,correlation,-0.06713192169630458,-0.03586630126048822,-0.08726230068201331,0.003796856744770851,-0.03126562043581636,0.18,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_02,D_01,correlation,-0.6237189771348612,-0.5670272773066581,-0.6083918523996196,-0.5133897584665915,-0.0566916998282031,0.02,False,False,True,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_02,D_02,correlation,1.0,1.0,0.9999999999999998,1.0,0.0,1.0,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_02,D_03,correlation,-0.15336960124480617,-0.21662584078503677,-0.2706147084281445,-0.14574343936901257,0.0632562395402306,0.91,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_02,D_04,correlation,-0.052445860854895075,-0.1343103012734091,-0.20229804133147716,-0.07200834447322137,0.08186444041851401,0.98,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_02,D_05,correlation,-0.046450480535729956,-0.09500353483045787,-0.1585551132260149,-0.037248325634777216,0.048553054294727914,0.9,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_02,D_06,correlation,0.035683190256923,-0.060177783431378445,-0.12052466898982613,-0.0026536294261394356,0.09586097368830145,1.0,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_02,D_07,correlation,0.059720176250335114,-0.04559288789199763,-0.08926358025695522,0.0002953843730410981,0.10531306414233274,1.0,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_02,D_08,correlation,0.00503725605852006,-0.03842120403614957,-0.08524103301340759,0.006406614001689273,0.04345846009466963,0.94,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_02,D_09,correlation,-0.04260266525523938,-0.021082116660182844,-0.06330327653578739,0.019164248551712747,-0.02152054859505654,0.21,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_03,D_01,correlation,-0.40632262323868046,-0.35308250225921195,-0.4071138463646215,-0.30323287688245476,-0.05324012097946851,0.06,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_03,D_02,correlation,-0.15336960124480617,-0.21662584078503677,-0.2706147084281445,-0.14574343936901257,0.0632562395402306,0.91,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_03,D_03,correlation,1.0,1.0,0.9999999999999998,1.0,0.0,1.0,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_03,D_04,correlation,-0.01306481546412288,-0.09427018555174554,-0.1560528628485655,-0.024806740245725087,0.08120537008762266,0.97,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_03,D_05,correlation,-0.007282334438815756,-0.06688561778062847,-0.14696367440791197,-0.010504710108209941,0.05960328334181272,0.97,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_03,D_06,correlation,-0.06079659385270213,-0.04916923508642209,-0.10110076474432253,-0.0029002821412993968,-0.011627358766280037,0.33,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_03,D_07,correlation,-0.0345933434745129,-0.02877877173330219,-0.06794815287996263,0.010821562373266954,-0.005814571741210708,0.44,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_03,D_08,correlation,0.03675816961584827,-0.021022397564069335,-0.06356782538389624,0.026995034295462007,0.0577805671799176,0.99,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_03,D_09,correlation,0.03342386832213795,-0.010100428856672826,-0.06451882757644857,0.026283309021438512,0.043524297178810775,0.97,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_04,D_01,correlation,-0.3475138726914567,-0.2526191575557026,-0.30864156050954916,-0.19943946937702411,-0.09489471513575415,0.01,False,False,True,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_04,D_02,correlation,-0.052445860854895075,-0.1343103012734091,-0.20229804133147716,-0.07200834447322137,0.08186444041851401,0.98,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_04,D_03,correlation,-0.01306481546412288,-0.09427018555174554,-0.1560528628485655,-0.024806740245725087,0.08120537008762266,0.97,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_04,D_04,correlation,1.0,1.0,0.9999999999999998,1.0,0.0,1.0,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_04,D_05,correlation,0.10349966602376716,-0.04273641207919952,-0.10529894619783049,0.022113860479839258,0.14623607810296668,1.0,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_04,D_06,correlation,0.044838933849114485,-0.03209662157251768,-0.09382296368082838,0.025516130119243897,0.07693555542163216,1.0,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_04,D_07,correlation,0.03818274974487947,-0.020543239999241396,-0.07273127455801359,0.023061772630351998,0.05872598974412087,0.99,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_04,D_08,correlation,0.0013808136830641819,-0.01672648983183609,-0.06103286478426812,0.02631684823317637,0.018107303514900273,0.73,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_04,D_09,correlation,0.049035903448005604,-0.010101051271428206,-0.053773085172862035,0.033787715009873404,0.05913695471943381,0.98,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_05,D_01,correlation,-0.24998738982979338,-0.1680204142150928,-0.22516437347457136,-0.10460282953710592,-0.08196697561470057,0.02,False,False,True,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_05,D_02,correlation,-0.04645048053572995,-0.09500353483045786,-0.1585551132260149,-0.037248325634777216,0.04855305429472791,0.9,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_05,D_03,correlation,-0.007282334438815756,-0.06688561778062847,-0.14696367440791197,-0.010504710108209941,0.05960328334181272,0.97,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_05,D_04,correlation,0.10349966602376715,-0.04273641207919952,-0.10529894619783048,0.022113860479839258,0.14623607810296668,1.0,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_05,D_05,correlation,1.0,1.0,0.9999999999999998,1.0,0.0,1.0,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_05,D_06,correlation,0.04237123385288841,-0.019220689354407974,-0.07784522985612406,0.05138947857263854,0.06159192320729638,0.93,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_05,D_07,correlation,0.04828595401875003,-0.01591218846112375,-0.05845772276768071,0.029669487385260734,0.06419814247987378,0.98,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_05,D_08,correlation,0.03704760265677518,-0.01351158128535021,-0.0520586611800806,0.019952746359026826,0.05055918394212539,0.99,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_05,D_09,correlation,0.05169790809727296,-0.0031914621971935626,-0.06646669869375962,0.032251085973323046,0.05488937029446653,0.99,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_06,D_01,correlation,-0.15900544542562084,-0.1200370708337785,-0.17039045668179353,-0.07167817249604347,-0.03896837459184234,0.13,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_06,D_02,correlation,0.035683190256923,-0.060177783431378445,-0.12052466898982613,-0.0026536294261394356,0.09586097368830145,1.0,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_06,D_03,correlation,-0.06079659385270213,-0.04916923508642209,-0.10110076474432253,-0.0029002821412993968,-0.011627358766280037,0.33,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_06,D_04,correlation,0.044838933849114485,-0.03209662157251768,-0.09382296368082838,0.025516130119243894,0.07693555542163216,1.0,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_06,D_05,correlation,0.0423712338528884,-0.019220689354407974,-0.07784522985612408,0.05138947857263854,0.061591923207296374,0.93,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_06,D_06,correlation,0.9999999999999998,1.0,0.9999999999999998,1.0,-2.220446049250313e-16,0.46,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_06,D_07,correlation,0.1255848684123499,-0.014150838322235723,-0.06739217221064522,0.04073120565611846,0.13973570673458563,1.0,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_06,D_08,correlation,0.10165434006418722,-0.01057748868018157,-0.05513021295693629,0.03040541041442727,0.1122318287443688,1.0,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_06,D_09,correlation,0.035105988552843755,-0.007475717830764684,-0.044701195317907526,0.02643106923003892,0.04258170638360844,0.98,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_07,D_01,correlation,-0.1497786382104312,-0.08685231193806787,-0.12505045256014993,-0.04653412889791128,-0.06292632627236332,0.0,False,False,True,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_07,D_02,correlation,0.059720176250335114,-0.04559288789199763,-0.08926358025695522,0.0002953843730410981,0.10531306414233274,1.0,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_07,D_03,correlation,-0.0345933434745129,-0.02877877173330219,-0.06794815287996263,0.010821562373266954,-0.005814571741210708,0.44,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_07,D_04,correlation,0.03818274974487947,-0.020543239999241396,-0.07273127455801359,0.023061772630351998,0.05872598974412087,0.99,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_07,D_05,correlation,0.04828595401875003,-0.01591218846112375,-0.05845772276768071,0.029669487385260734,0.06419814247987378,0.98,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_07,D_06,correlation,0.1255848684123499,-0.014150838322235723,-0.06739217221064522,0.04073120565611846,0.13973570673458563,1.0,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_07,D_07,correlation,0.9999999999999998,0.9999999999999999,0.9999999999999998,1.0,-1.1102230246251565e-16,0.5,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_07,D_08,correlation,0.14455150238788128,-0.004770829459260474,-0.04240704604187543,0.03570433770713671,0.14932233184714175,1.0,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_07,D_09,correlation,0.09403410748877052,-0.0026217203811782124,-0.03305693188321094,0.029080615186382344,0.09665582786994872,1.0,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_08,D_01,correlation,-0.10173030156778368,-0.055821493469554034,-0.09873148204535297,-0.00600504734375843,-0.04590880809822964,0.04,False,False,True,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_08,D_02,correlation,0.00503725605852006,-0.03842120403614957,-0.08524103301340759,0.006406614001689273,0.04345846009466963,0.94,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_08,D_03,correlation,0.03675816961584827,-0.02102239756406933,-0.06356782538389624,0.026995034295462007,0.0577805671799176,0.99,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_08,D_04,correlation,0.0013808136830641819,-0.01672648983183609,-0.06103286478426812,0.026316848233176367,0.018107303514900273,0.73,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_08,D_05,correlation,0.03704760265677518,-0.01351158128535021,-0.0520586611800806,0.019952746359026826,0.05055918394212539,0.99,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_08,D_06,correlation,0.10165434006418722,-0.01057748868018157,-0.05513021295693629,0.03040541041442727,0.1122318287443688,1.0,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_08,D_07,correlation,0.14455150238788128,-0.004770829459260474,-0.04240704604187543,0.03570433770713671,0.14932233184714175,1.0,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_08,D_08,correlation,1.0,1.0,0.9999999999999998,1.0,0.0,1.0,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_08,D_09,correlation,0.1286444710256506,-0.002222628912580004,-0.03713999256516121,0.03220085164916453,0.13086709993823062,1.0,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_09,D_01,correlation,-0.06713192169630458,-0.03586630126048822,-0.08726230068201332,0.003796856744770851,-0.03126562043581636,0.18,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_09,D_02,correlation,-0.04260266525523938,-0.021082116660182844,-0.06330327653578739,0.019164248551712747,-0.02152054859505654,0.21,True,False,False,100,linear,False
shuffle,2048,detail_energy_share_percentile_correlation,D_09,D_03,correlation,0.03342386832213795,-0.010100428856672826,-0.06451882757644857,0.026283309021438512,0.043524297178810775,0.97,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_09,D_04,correlation,0.049035903448005604,-0.010101051271428206,-0.053773085172862035,0.033787715009873404,0.05913695471943381,0.98,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_09,D_05,correlation,0.051697908097272954,-0.0031914621971935626,-0.06646669869375962,0.032251085973323046,0.054889370294466514,0.99,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_09,D_06,correlation,0.035105988552843755,-0.007475717830764684,-0.044701195317907526,0.02643106923003892,0.04258170638360844,0.98,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_09,D_07,correlation,0.09403410748877052,-0.002621720381178213,-0.03305693188321094,0.029080615186382344,0.09665582786994872,1.0,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_09,D_08,correlation,0.1286444710256506,-0.0022226289125800037,-0.03713999256516121,0.03220085164916453,0.13086709993823062,1.0,False,True,False,100,linear,True
shuffle,2048,detail_energy_share_percentile_correlation,D_09,D_09,correlation,1.0,1.0,0.9999999999999998,1.0,0.0,1.0,True,False,False,100,linear,False
shuffle,2048,rms_volatility_correlation,D_01,D_01,correlation,0.9999999999999998,1.0,0.9999999999999999,1.0,-2.220446049250313e-16,0.01,False,False,True,100,linear,True
shuffle,2048,rms_volatility_correlation,D_01,D_02,correlation,0.97442930038478,0.8716705031080607,0.8515715943185379,0.8864414656533478,0.10275879727671933,1.0,False,True,False,100,linear,True
shuffle,2048,rms_volatility_correlation,D_01,D_03,correlation,0.9585170000941982,0.811241336699871,0.7844897015271852,0.8314822315445578,0.14727566339432718,1.0,False,True,False,100,linear,True
shuffle,2048,rms_volatility_correlation,D_01,D_04,correlation,0.9369028964533509,0.7094015672323382,0.6796163257291421,0.7408364382010283,0.22750132922101274,1.0,False,True,False,100,linear,True
shuffle,2048,rms_volatility_correlation,D_01,D_05,correlation,0.9137310143284431,0.5966416159772508,0.545790357286769,0.6387635361005897,0.3170893983511922,1.0,False,True,False,100,linear,True
shuffle,2048,rms_volatility_correlation,D_01,D_06,correlation,0.8893042197037472,0.4566675753948017,0.4111865932381412,0.5092549131590713,0.4326366443089455,1.0,False,True,False,100,linear,True
shuffle,2048,rms_volatility_correlation,D_01,D_07,correlation,0.8231714945548398,0.3452134716825369,0.2945799055044525,0.3946124736400343,0.47795802287230293,1.0,False,True,False,100,linear,True
shuffle,2048,rms_volatility_correlation,D_01,D_08,correlation,0.7694917626304416,0.25421086923143427,0.20028704116374746,0.3025005207137544,0.5152808933990074,1.0,False,True,False,100,linear,True
shuffle,2048,rms_volatility_correlation,D_01,D_09,correlation,0.626408656110726,0.177917094133809,0.13069656380235053,0.22388283471835715,0.4484915619769171,1.0,False,True,False,100,linear,True
shuffle,2048,rms_volatility_correlation,D_02,D_01,correlation,0.9744293003847799,0.8716705031080606,0.8515715943185378,0.8864414656533478,0.10275879727671933,1.0,False,True,False,100,linear,True
shuffle,2048,rms_volatility_correlation,D_02,D_02,correlation,1.0,1.0,0.9999999999999999,1.0,0.0,1.0,True,False,False,100,linear,False
shuffle,2048,rms_volatility_correlation,D_02,D_03,correlation,0.9553108835964441,0.7718645426981803,0.7465051983156155,0.805118856964849,0.18344634089826384,1.0,False,True,False,100,linear,True
shuffle,2048,rms_volatility_correlation,D_02,D_04,correlation,0.9405168775984823,0.6843500191276795,0.6477787800216839,0.7146674092907932,0.2561668584708029,1.0,False,True,False,100,linear,True
shuffle,2048,rms_volatility_correlation,D_02,D_05,correlation,0.9145956915814275,0.5734907230680512,0.5166648239951889,0.6194551448594029,0.34110496851337635,1.0,False,True,False,100,linear,True
shuffle,2048,rms_volatility_correlation,D_02,D_06,correlation,0.8895720868955104,0.44181232883207877,0.3875582626060057,0.49047932652160803,0.4477597580634316,1.0,False,True,False,100,linear,True
shuffle,2048,rms_volatility_correlation,D_02,D_07,correlation,0.824296111553342,0.33274172215250775,0.2817033837111775,0.3747425577365652,0.4915543894008343,1.0,False,True,False,100,linear,True
