baseline_type,window_length,correlation_kind,component_i,component_j,metric,empirical_value,baseline_median,baseline_p05,baseline_p95,difference_from_median,percentile_rank,inside_envelope,above_envelope,below_envelope,n_simulations,quantile_method,outside_envelope
gaussian,2048,rms_volatility_correlation,D_06,D_08,correlation,0.736275948150641,-0.0022427342543656567,-0.0432625329375259,0.04241503852606342,0.7385186824050066,1.0,False,True,False,100,linear,True
gaussian,2048,rms_volatility_correlation,D_06,D_09,correlation,0.5905416172144856,-0.0015295642503912973,-0.046874276698499015,0.05093123994425626,0.5920711814648769,1.0,False,True,False,100,linear,True
gaussian,2048,rms_volatility_correlation,D_07,D_01,correlation,0.8231714945548398,-6.622815563993732e-06,-0.04726910007331791,0.04538111543798623,0.8231781173704038,1.0,False,True,False,100,linear,True
gaussian,2048,rms_volatility_correlation,D_07,D_02,correlation,0.824296111553342,0.0037347692015839984,-0.044791743382953296,0.04694816179587924,0.820561342351758,1.0,False,True,False,100,linear,True
gaussian,2048,rms_volatility_correlation,D_07,D_03,correlation,0.8047770289761832,0.003777687502497635,-0.03602048735558156,0.055845120739661455,0.8009993414736856,1.0,False,True,False,100,linear,True
gaussian,2048,rms_volatility_correlation,D_07,D_04,correlation,0.7986672773886827,-0.0022816283198419246,-0.04753531966484325,0.042086679872773536,0.8009489057085246,1.0,False,True,False,100,linear,True
gaussian,2048,rms_volatility_correlation,D_07,D_05,correlation,0.7826016514337008,-0.001175781974640133,-0.044510015133628275,0.04185247201866815,0.7837774334083408,1.0,False,True,False,100,linear,True
gaussian,2048,rms_volatility_correlation,D_07,D_06,correlation,0.7816521138376523,-0.00932140239322106,-0.06345145036732526,0.05329411525102433,0.7909735162308734,1.0,False,True,False,100,linear,True
gaussian,2048,rms_volatility_correlation,D_07,D_07,correlation,1.0,1.0,0.9999999999999998,1.0,0.0,1.0,True,False,False,100,linear,False
gaussian,2048,rms_volatility_correlation,D_07,D_08,correlation,0.6899436607563135,3.989533045545111e-05,-0.04022732905706409,0.04555663585981181,0.6899037654258581,1.0,False,True,False,100,linear,True
gaussian,2048,rms_volatility_correlation,D_07,D_09,correlation,0.5761074975514396,0.004316861325126827,-0.03488939920835715,0.039561711597331066,0.5717906362263128,1.0,False,True,False,100,linear,True
gaussian,2048,rms_volatility_correlation,D_08,D_01,correlation,0.7694917626304416,0.00026546041779075167,-0.038177139022684124,0.03416829895429046,0.7692263022126509,1.0,False,True,False,100,linear,True
gaussian,2048,rms_volatility_correlation,D_08,D_02,correlation,0.7678802286874696,0.006536948233310903,-0.041735367309659335,0.04080977654652109,0.7613432804541588,1.0,False,True,False,100,linear,True
gaussian,2048,rms_volatility_correlation,D_08,D_03,correlation,0.7668606773248843,0.004376237402214736,-0.046105131606785324,0.04306489529133965,0.7624844399226696,1.0,False,True,False,100,linear,True
gaussian,2048,rms_volatility_correlation,D_08,D_04,correlation,0.7439626998300024,-0.006304778164158038,-0.055636171597229445,0.039961075140068344,0.7502674779941605,1.0,False,True,False,100,linear,True
gaussian,2048,rms_volatility_correlation,D_08,D_05,correlation,0.7346861614919193,-0.0024440750515768413,-0.044533286892932754,0.04194836659169935,0.7371302365434962,1.0,False,True,False,100,linear,True
gaussian,2048,rms_volatility_correlation,D_08,D_06,correlation,0.736275948150641,-0.002242734254365657,-0.0432625329375259,0.04241503852606342,0.7385186824050066,1.0,False,True,False,100,linear,True
gaussian,2048,rms_volatility_correlation,D_08,D_07,correlation,0.6899436607563135,3.989533045545111e-05,-0.040227329057064096,0.04555663585981181,0.6899037654258581,1.0,False,True,False,100,linear,True
gaussian,2048,rms_volatility_correlation,D_08,D_08,correlation,1.0,1.0,0.9999999999999998,1.0,0.0,1.0,True,False,False,100,linear,False
gaussian,2048,rms_volatility_correlation,D_08,D_09,correlation,0.5621364517423241,0.003197944050874086,-0.03311703135385584,0.0346126222895426,0.55893850769145,1.0,False,True,False,100,linear,True
gaussian,2048,rms_volatility_correlation,D_09,D_01,correlation,0.6264086561107259,-0.0022104259069224514,-0.04237390359900619,0.04771805468658605,0.6286190820176484,1.0,False,True,False,100,linear,True
gaussian,2048,rms_volatility_correlation,D_09,D_02,correlation,0.6209604368324638,0.0004532696247521856,-0.05750921454354718,0.051360848577407546,0.6205071672077116,1.0,False,True,False,100,linear,True
gaussian,2048,rms_volatility_correlation,D_09,D_03,correlation,0.630388247861779,-0.002375336698143762,-0.04739413845211327,0.04268744931498881,0.6327635845599228,1.0,False,True,False,100,linear,True
gaussian,2048,rms_volatility_correlation,D_09,D_04,correlation,0.6167287896177156,-2.2518444104742148e-05,-0.048704593705838344,0.050214227327329525,0.6167513080618203,1.0,False,True,False,100,linear,True
gaussian,2048,rms_volatility_correlation,D_09,D_05,correlation,0.6010088388902957,-0.003377037177394419,-0.04219003609959994,0.04080694049579303,0.6043858760676901,1.0,False,True,False,100,linear,True
gaussian,2048,rms_volatility_correlation,D_09,D_06,correlation,0.5905416172144856,-0.0015295642503912973,-0.046874276698499015,0.05093123994425626,0.5920711814648769,1.0,False,True,False,100,linear,True
gaussian,2048,rms_volatility_correlation,D_09,D_07,correlation,0.5761074975514396,0.004316861325126828,-0.03488939920835715,0.039561711597331066,0.5717906362263128,1.0,False,True,False,100,linear,True
gaussian,2048,rms_volatility_correlation,D_09,D_08,correlation,0.5621364517423241,0.0031979440508740856,-0.03311703135385584,0.034612622289542594,0.55893850769145,1.0,False,True,False,100,linear,True
gaussian,2048,rms_volatility_correlation,D_09,D_09,correlation,1.0,1.0,0.9999999999999998,1.0,0.0,1.0,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_01,D_01,correlation,1.0,1.0,0.9999999999999998,1.0,0.0,1.0,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_01,D_02,correlation,-0.5992079140833589,-0.5661754913233699,-0.6523070371753663,-0.45426672443868593,-0.03303242275998908,0.28,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_01,D_03,correlation,-0.4427925793057377,-0.34911203752738784,-0.4702152302035825,-0.21647989677963167,-0.09368054177834984,0.1,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_01,D_04,correlation,-0.3822177232385332,-0.2583129063364644,-0.3779278001573641,-0.14068665673950012,-0.12390481690206878,0.05,False,False,True,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_01,D_05,correlation,-0.3052274265450117,-0.1855375837224981,-0.29657458689844357,-0.04447225774634482,-0.11968984282251363,0.04,False,False,True,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_01,D_06,correlation,-0.15727384075086084,-0.12418216881070523,-0.22951127096666055,-0.023758208594310277,-0.03309167194015561,0.29,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_01,D_07,correlation,-0.18582137562977646,-0.07206429890836824,-0.19101093159859744,-0.008992386087143088,-0.11375707672140822,0.06,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_01,D_08,correlation,-0.17503435591497235,-0.053089376812449254,-0.1523441964408674,0.016017052746678643,-0.1219449791025231,0.01,False,False,True,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_01,D_09,correlation,-0.11443147454202833,-0.029669433032269564,-0.11386080725060585,0.047358740871621494,-0.08476204150975877,0.05,False,False,True,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_02,D_01,correlation,-0.5992079140833589,-0.5661754913233699,-0.6523070371753663,-0.45426672443868593,-0.03303242275998908,0.28,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_02,D_02,correlation,1.0,1.0,0.9999999999999998,1.0,0.0,1.0,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_02,D_03,correlation,-0.1875878293529689,-0.21222897301681937,-0.34504148318472333,-0.11519013821118906,0.02464114366385048,0.67,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_02,D_04,correlation,0.06040490853200492,-0.1349848440694038,-0.24998093322098955,-0.02042823743547097,0.19538975260140873,0.98,False,True,False,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_02,D_05,correlation,-0.056025893572639825,-0.09367246820635021,-0.2339627773743641,0.07506259317899816,0.037646574633710385,0.7,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_02,D_06,correlation,0.05366876163846474,-0.0630870675218893,-0.17610353526817044,0.07492457553648055,0.11675582916035404,0.9,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_02,D_07,correlation,0.06761006056073493,-0.05141583066385283,-0.12554217136896392,0.04878511190387479,0.11902589122458776,0.98,False,True,False,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_02,D_08,correlation,-0.006090668874680398,-0.04949677629224765,-0.11991979777233965,0.06116452420582633,0.04340610741756725,0.72,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_02,D_09,correlation,-0.04187042174108359,-0.0384716596266724,-0.10438026613567396,0.05289338591379718,-0.0033987621144111885,0.48,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_03,D_01,correlation,-0.4427925793057377,-0.34911203752738784,-0.4702152302035825,-0.21647989677963167,-0.09368054177834984,0.1,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_03,D_02,correlation,-0.1875878293529689,-0.21222897301681937,-0.34504148318472333,-0.11519013821118906,0.02464114366385048,0.67,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_03,D_03,correlation,1.0,1.0,0.9999999999999998,1.0,0.0,1.0,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_03,D_04,correlation,-0.026966008517614756,-0.08109048829829624,-0.22461475092516045,0.03452873909492876,0.05412447978068148,0.76,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_03,D_05,correlation,0.08611258402718575,-0.07391583895657639,-0.19725171699442923,0.10662095175792875,0.16002842298376213,0.92,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_03,D_06,correlation,-0.0724531691267233,-0.05038921273578961,-0.1904377266965058,0.06256923512875207,-0.022063956390933684,0.4,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_03,D_07,correlation,-0.007036637177990292,-0.027447822090406623,-0.11377397013598314,0.05934685238590597,0.020411184912416332,0.67,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_03,D_08,correlation,0.08617236319624447,-0.02048708029082004,-0.09717344214479867,0.05973133096423574,0.1066594434870645,0.99,False,True,False,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_03,D_09,correlation,0.08467977955592822,-0.022376517526475487,-0.10256023191449246,0.08216815910221818,0.1070562970824037,0.96,False,True,False,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_04,D_01,correlation,-0.3822177232385332,-0.2583129063364644,-0.3779278001573641,-0.14068665673950012,-0.12390481690206878,0.05,False,False,True,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_04,D_02,correlation,0.06040490853200492,-0.1349848440694038,-0.24998093322098955,-0.02042823743547097,0.19538975260140873,0.98,False,True,False,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_04,D_03,correlation,-0.026966008517614756,-0.08109048829829624,-0.22461475092516045,0.03452873909492876,0.05412447978068148,0.76,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_04,D_04,correlation,1.0,1.0,0.9999999999999998,1.0,0.0,1.0,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_04,D_05,correlation,-0.024153703338382113,-0.05712212192644174,-0.188939745219953,0.08791451461794712,0.03296841858805963,0.63,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_04,D_06,correlation,-0.005257172264764412,-0.03788682471094455,-0.138514498755551,0.08783980012337332,0.032629652446180143,0.66,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_04,D_07,correlation,0.023113947127309246,-0.026231156928853784,-0.12281157929571183,0.06415714573177621,0.04934510405616303,0.8,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_04,D_08,correlation,0.04948883764006455,-0.021918821429933177,-0.10461735305135507,0.06225706622971531,0.07140765906999773,0.86,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_04,D_09,correlation,0.038139827692486146,0.0013527142792238737,-0.0889574905301756,0.07216933521540263,0.036787113413262275,0.78,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_05,D_01,correlation,-0.3052274265450117,-0.1855375837224981,-0.29657458689844357,-0.04447225774634483,-0.11968984282251363,0.04,False,False,True,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_05,D_02,correlation,-0.056025893572639825,-0.09367246820635021,-0.2339627773743641,0.07506259317899816,0.037646574633710385,0.7,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_05,D_03,correlation,0.08611258402718575,-0.07391583895657639,-0.19725171699442923,0.10662095175792875,0.16002842298376213,0.92,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_05,D_04,correlation,-0.024153703338382113,-0.05712212192644174,-0.188939745219953,0.08791451461794712,0.03296841858805963,0.63,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_05,D_05,correlation,0.9999999999999998,1.0,0.9999999999999998,1.0,-2.220446049250313e-16,0.27,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_05,D_06,correlation,0.00890192525732881,-0.021912324779876646,-0.13338720332502063,0.08922282820186422,0.030814250037205455,0.68,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_05,D_07,correlation,0.09695282401897728,0.0004066785160057589,-0.11024879344599785,0.07805653274483443,0.09654614550297153,0.97,False,True,False,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_05,D_08,correlation,0.08566790098421023,-0.009573444664295843,-0.08911956657493486,0.07074730983117096,0.09524134564850607,0.96,False,True,False,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_05,D_09,correlation,0.07470250907251905,-0.01387828540468361,-0.08198850017280544,0.05842711883092649,0.08858079447720266,0.96,False,True,False,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_06,D_01,correlation,-0.15727384075086084,-0.12418216881070523,-0.22951127096666055,-0.023758208594310277,-0.03309167194015561,0.29,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_06,D_02,correlation,0.05366876163846474,-0.0630870675218893,-0.17610353526817044,0.07492457553648055,0.11675582916035404,0.9,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_06,D_03,correlation,-0.0724531691267233,-0.05038921273578961,-0.1904377266965058,0.06256923512875207,-0.022063956390933684,0.4,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_06,D_04,correlation,-0.005257172264764412,-0.03788682471094455,-0.138514498755551,0.08783980012337332,0.032629652446180143,0.66,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_06,D_05,correlation,0.00890192525732881,-0.021912324779876646,-0.13338720332502066,0.08922282820186422,0.030814250037205455,0.68,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_06,D_06,correlation,1.0,1.0,0.9999999999999998,1.0,0.0,1.0,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_06,D_07,correlation,0.0478288930488751,-0.03502885737339215,-0.10968737908230743,0.09768436653152196,0.08285775042226726,0.87,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_06,D_08,correlation,0.0799336783379638,0.0014885520722099782,-0.0816507877845089,0.07297970876774934,0.07844512626575383,0.96,False,True,False,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_06,D_09,correlation,0.04328478915852932,-0.009281792373236213,-0.07327239979231291,0.059120576088235455,0.052566581531765535,0.9,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_07,D_01,correlation,-0.18582137562977646,-0.07206429890836824,-0.19101093159859744,-0.008992386087143088,-0.11375707672140822,0.06,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_07,D_02,correlation,0.06761006056073493,-0.05141583066385283,-0.12554217136896392,0.04878511190387479,0.11902589122458776,0.98,False,True,False,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_07,D_03,correlation,-0.007036637177990292,-0.027447822090406623,-0.11377397013598314,0.05934685238590597,0.020411184912416332,0.67,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_07,D_04,correlation,0.023113947127309246,-0.026231156928853784,-0.12281157929571183,0.06415714573177621,0.04934510405616303,0.8,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_07,D_05,correlation,0.09695282401897728,0.0004066785160057589,-0.11024879344599785,0.07805653274483443,0.09654614550297153,0.97,False,True,False,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_07,D_06,correlation,0.0478288930488751,-0.03502885737339215,-0.10968737908230743,0.09768436653152196,0.08285775042226726,0.87,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_07,D_07,correlation,1.0,1.0,0.9999999999999998,1.0,0.0,1.0,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_07,D_08,correlation,0.10608164490065888,-0.006579118862532016,-0.0973512195763734,0.0667809720272086,0.1126607637631909,1.0,False,True,False,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_07,D_09,correlation,0.1136411694178817,0.0009462668413567657,-0.060190397093245716,0.05691232269271927,0.11269490257652494,1.0,False,True,False,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_08,D_01,correlation,-0.17503435591497235,-0.053089376812449254,-0.1523441964408674,0.016017052746678643,-0.1219449791025231,0.01,False,False,True,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_08,D_02,correlation,-0.006090668874680398,-0.04949677629224765,-0.11991979777233965,0.06116452420582633,0.04340610741756725,0.72,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_08,D_03,correlation,0.08617236319624447,-0.02048708029082004,-0.09717344214479867,0.05973133096423574,0.1066594434870645,0.99,False,True,False,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_08,D_04,correlation,0.04948883764006455,-0.021918821429933177,-0.10461735305135507,0.06225706622971531,0.07140765906999773,0.86,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_08,D_05,correlation,0.08566790098421023,-0.009573444664295844,-0.08911956657493486,0.07074730983117096,0.09524134564850607,0.96,False,True,False,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_08,D_06,correlation,0.0799336783379638,0.0014885520722099782,-0.0816507877845089,0.07297970876774934,0.07844512626575383,0.96,False,True,False,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_08,D_07,correlation,0.10608164490065888,-0.006579118862532016,-0.0973512195763734,0.0667809720272086,0.1126607637631909,1.0,False,True,False,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_08,D_08,correlation,1.0,1.0,0.9999999999999998,1.0,0.0,1.0,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_08,D_09,correlation,0.13766008338715527,-0.009152393088065279,-0.06760411067137105,0.04950548193749779,0.14681247647522055,1.0,False,True,False,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_09,D_01,correlation,-0.11443147454202833,-0.029669433032269564,-0.11386080725060585,0.047358740871621494,-0.08476204150975877,0.05,False,False,True,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_09,D_02,correlation,-0.04187042174108359,-0.0384716596266724,-0.10438026613567396,0.05289338591379718,-0.0033987621144111885,0.48,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_09,D_03,correlation,0.08467977955592822,-0.022376517526475487,-0.10256023191449246,0.08216815910221818,0.1070562970824037,0.96,False,True,False,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_09,D_04,correlation,0.038139827692486146,0.0013527142792238737,-0.0889574905301756,0.07216933521540263,0.036787113413262275,0.78,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_09,D_05,correlation,0.07470250907251905,-0.01387828540468361,-0.08198850017280544,0.05842711883092649,0.08858079447720266,0.96,False,True,False,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_09,D_06,correlation,0.04328478915852932,-0.009281792373236213,-0.07327239979231291,0.059120576088235455,0.052566581531765535,0.9,True,False,False,100,linear,False
gaussian,8192,detail_energy_share_percentile_correlation,D_09,D_07,correlation,0.1136411694178817,0.0009462668413567657,-0.060190397093245716,0.05691232269271927,0.11269490257652494,1.0,False,True,False,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_09,D_08,correlation,0.13766008338715527,-0.009152393088065279,-0.06760411067137105,0.04950548193749779,0.14681247647522055,1.0,False,True,False,100,linear,True
gaussian,8192,detail_energy_share_percentile_correlation,D_09,D_09,correlation,1.0,1.0,0.9999999999999998,1.0,0.0,1.0,True,False,False,100,linear,False
gaussian,8192,rms_volatility_correlation,D_01,D_01,correlation,1.0,1.0,0.9999999999999998,1.0,0.0,1.0,True,False,False,100,linear,False
gaussian,8192,rms_volatility_correlation,D_01,D_02,correlation,0.991026756545219,-0.011152115707427267,-0.13103263559868764,0.1426092581159888,1.0021788722526463,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_01,D_03,correlation,0.9850024123753667,0.014343040697656535,-0.13551944563790547,0.1560000576491425,0.9706593716777101,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_01,D_04,correlation,0.9782747711342011,-0.009257090474151396,-0.16519261542150804,0.14922391309849875,0.9875318616083525,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_01,D_05,correlation,0.96752086814112,-0.004570908192385925,-0.16294084948212728,0.15756092213164252,0.972091776333506,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_01,D_06,correlation,0.9612519726656973,-0.01042810809088655,-0.12174730294442249,0.13360944976102634,0.9716800807565839,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_01,D_07,correlation,0.9295299207345622,0.0030869559416433763,-0.1052273489521024,0.08470030177652656,0.9264429647929189,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_01,D_08,correlation,0.8978402210389901,0.008650948098741042,-0.10551225972443307,0.07611767025968781,0.8891892729402491,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_01,D_09,correlation,0.7847025409525566,0.009319772054251567,-0.07279623469572793,0.10902216469391433,0.775382768898305,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_02,D_01,correlation,0.991026756545219,-0.011152115707427267,-0.13103263559868764,0.1426092581159888,1.0021788722526463,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_02,D_02,correlation,1.0,1.0,0.9999999999999998,1.0,0.0,1.0,True,False,False,100,linear,False
gaussian,8192,rms_volatility_correlation,D_02,D_03,correlation,0.9837529368804222,-0.01701970043860523,-0.1298211823836103,0.0929886815101309,1.0007726373190273,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_02,D_04,correlation,0.9810723548209979,0.005192890611933384,-0.14817050110604066,0.16533830789131906,0.9758794642090645,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_02,D_05,correlation,0.9668598362358445,0.0027664399880591977,-0.15006190417732057,0.1376970179307528,0.9640933962477853,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_02,D_06,correlation,0.9600029661055026,0.016415059437202468,-0.09146927127029814,0.13039184504368925,0.9435879066683002,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_02,D_07,correlation,0.9277828593628746,-0.003856663364370215,-0.08886174003699919,0.09846082303382986,0.9316395227272448,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_02,D_08,correlation,0.8951284920823557,-0.003522971321558241,-0.07863711290621085,0.07525778186853589,0.8986514634039139,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_02,D_09,correlation,0.7815825752684866,-0.00951685112022762,-0.09591522994617639,0.07345940923004826,0.7910994263887142,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_03,D_01,correlation,0.9850024123753667,0.014343040697656538,-0.1355194456379055,0.1560000576491425,0.9706593716777101,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_03,D_02,correlation,0.9837529368804223,-0.01701970043860523,-0.1298211823836103,0.0929886815101309,1.0007726373190275,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_03,D_03,correlation,1.0,1.0,0.9999999999999998,1.0,0.0,1.0,True,False,False,100,linear,False
gaussian,8192,rms_volatility_correlation,D_03,D_04,correlation,0.9753237478672573,0.003167281173665526,-0.11889080065650832,0.12258805218517728,0.9721564666935918,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_03,D_05,correlation,0.9659763083241931,-0.002728023206234706,-0.13335327709999995,0.17351292617827319,0.9687043315304278,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_03,D_06,correlation,0.9505062852587246,-0.007696216150669527,-0.1225822983873396,0.1188688595763623,0.9582025014093941,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_03,D_07,correlation,0.9203601000222806,-0.0018599957571530678,-0.08851878842940433,0.09195330754453504,0.9222200957794338,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_03,D_08,correlation,0.8981907400031176,-0.0017580238493765119,-0.08874196280524217,0.08679354519450609,0.8999487638524941,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_03,D_09,correlation,0.7927115342936398,-0.0063495256285268755,-0.0747837513204881,0.09591297718029336,0.7990610599221667,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_04,D_01,correlation,0.9782747711342012,-0.009257090474151396,-0.16519261542150804,0.14922391309849875,0.9875318616083526,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_04,D_02,correlation,0.981072354820998,0.005192890611933384,-0.14817050110604066,0.16533830789131904,0.9758794642090646,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_04,D_03,correlation,0.9753237478672573,0.003167281173665526,-0.11889080065650832,0.12258805218517728,0.9721564666935918,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_04,D_04,correlation,0.9999999999999998,1.0,0.9999999999999998,1.0,-2.220446049250313e-16,0.25,True,False,False,100,linear,False
gaussian,8192,rms_volatility_correlation,D_04,D_05,correlation,0.9557846979796171,-0.008070068031610613,-0.13205971761441548,0.1295032392090873,0.9638547660112277,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_04,D_06,correlation,0.9492025939812726,-0.003910903652119395,-0.13546742844527557,0.1388811704949399,0.953113497633392,1.0,False,True,False,100,linear,True
gaussian,8192,rms_volatility_correlation,D_04,D_07,correlation,0.9190090973080955,-0.001663232399960597,-0.09672479109516749,0.09449833969801247,0.9206723297080561,1.0,False,True,False,100,linear,True
