baseline_type,window_length,correlation_kind,component_i,component_j,metric,n_simulations,mean,median,std,p05,p95,min,max,quantile_method
gaussian,8192,rms_volatility_correlation,D_02,D_06,correlation,100,0.015249944322199869,0.016415059437202468,0.07384224272614393,-0.09146927127029814,0.13039184504368925,-0.214139671216086,0.21296288976799255,linear
gaussian,8192,rms_volatility_correlation,D_02,D_07,correlation,100,0.0018542709252342593,-0.003856663364370215,0.052889333932562926,-0.08886174003699919,0.09846082303382986,-0.12527959112456158,0.12996673766130773,linear
gaussian,8192,rms_volatility_correlation,D_02,D_08,correlation,100,-0.00243505846298782,-0.003522971321558241,0.048996862589275894,-0.07863711290621085,0.07525778186853589,-0.1285129547526583,0.10906945268862558,linear
gaussian,8192,rms_volatility_correlation,D_02,D_09,correlation,100,-0.007746818970220447,-0.00951685112022762,0.05321311813631282,-0.09591522994617639,0.07345940923004826,-0.17449205670948825,0.10335201892903167,linear
gaussian,8192,rms_volatility_correlation,D_03,D_01,correlation,100,0.006690148583964931,0.014343040697656538,0.09058726984697239,-0.1355194456379055,0.1560000576491425,-0.20009527289856627,0.2400712563385866,linear
gaussian,8192,rms_volatility_correlation,D_03,D_02,correlation,100,-0.012485695605046622,-0.01701970043860523,0.06978993768366365,-0.1298211823836103,0.0929886815101309,-0.230951077521317,0.14901731633274778,linear
gaussian,8192,rms_volatility_correlation,D_03,D_03,correlation,100,1.0,1.0,1.0226623691696763e-16,0.9999999999999998,1.0,0.9999999999999998,1.0,linear
gaussian,8192,rms_volatility_correlation,D_03,D_04,correlation,100,0.0012846606621005538,0.003167281173665526,0.08053942062710287,-0.11889080065650832,0.12258805218517728,-0.20942790951350354,0.20478478917103152,linear
gaussian,8192,rms_volatility_correlation,D_03,D_05,correlation,100,0.00765712506349918,-0.002728023206234706,0.09279453955128997,-0.13335327709999995,0.17351292617827319,-0.20026773050644361,0.23190537023551974,linear
gaussian,8192,rms_volatility_correlation,D_03,D_06,correlation,100,-0.004773217631346638,-0.007696216150669527,0.07541110481178288,-0.1225822983873396,0.1188688595763623,-0.23990202719352355,0.17964245370951534,linear
gaussian,8192,rms_volatility_correlation,D_03,D_07,correlation,100,-0.0020669963731828425,-0.0018599957571530678,0.05800731768703673,-0.08851878842940433,0.09195330754453504,-0.13795895609052564,0.16289109813322108,linear
gaussian,8192,rms_volatility_correlation,D_03,D_08,correlation,100,0.0022022205454780928,-0.0017580238493765119,0.05069166101919838,-0.08874196280524217,0.08679354519450609,-0.1112483448427279,0.1123214270936235,linear
gaussian,8192,rms_volatility_correlation,D_03,D_09,correlation,100,0.0004232855484240137,-0.0063495256285268755,0.04925472770386936,-0.0747837513204881,0.09591297718029336,-0.10943753892159458,0.11365990099968282,linear
gaussian,8192,rms_volatility_correlation,D_04,D_01,correlation,100,-0.015904491816669884,-0.009257090474151396,0.08910871759875197,-0.16519261542150804,0.14922391309849875,-0.21326424066496907,0.19746356061873954,linear
gaussian,8192,rms_volatility_correlation,D_04,D_02,correlation,100,0.004268241660249098,0.005192890611933384,0.09121561382300701,-0.14817050110604066,0.16533830789131904,-0.2647718182612862,0.2702658991912731,linear
gaussian,8192,rms_volatility_correlation,D_04,D_03,correlation,100,0.001284660662100554,0.003167281173665526,0.08053942062710287,-0.11889080065650832,0.12258805218517728,-0.2094279095135035,0.20478478917103152,linear
gaussian,8192,rms_volatility_correlation,D_04,D_04,correlation,100,1.0,1.0,1.1158161231197418e-16,0.9999999999999998,1.0,0.9999999999999998,1.0,linear
gaussian,8192,rms_volatility_correlation,D_04,D_05,correlation,100,-0.008080732971342312,-0.008070068031610613,0.09384729321071661,-0.13205971761441548,0.1295032392090873,-0.35609219829354627,0.1647804954663626,linear
gaussian,8192,rms_volatility_correlation,D_04,D_06,correlation,100,-0.004399697513705229,-0.003910903652119395,0.08074207510429138,-0.13546742844527557,0.1388811704949399,-0.23748845762303092,0.15440518967556557,linear
gaussian,8192,rms_volatility_correlation,D_04,D_07,correlation,100,-0.0024166263304122772,-0.001663232399960597,0.0562501481726808,-0.09672479109516749,0.09449833969801247,-0.1731837118097105,0.11607123475121157,linear
gaussian,8192,rms_volatility_correlation,D_04,D_08,correlation,100,-0.004393143796164342,-0.0071757846518949765,0.05651482628033275,-0.08339388077291264,0.08871179153494742,-0.12032271613966183,0.1656451309300268,linear
gaussian,8192,rms_volatility_correlation,D_04,D_09,correlation,100,0.0038894466983894643,0.005307788577693127,0.05514620825939996,-0.08555023829535405,0.08699219878755188,-0.12791252041779647,0.1325590294924513,linear
gaussian,8192,rms_volatility_correlation,D_05,D_01,correlation,100,0.0002650494838618733,-0.004570908192385925,0.09436134979582257,-0.16294084948212728,0.1575609221316425,-0.29021828927831095,0.2061669043183554,linear
gaussian,8192,rms_volatility_correlation,D_05,D_02,correlation,100,0.0002113512505493455,0.0027664399880591977,0.09179799498880237,-0.15006190417732057,0.1376970179307528,-0.21164400817379928,0.18790245997512206,linear
gaussian,8192,rms_volatility_correlation,D_05,D_03,correlation,100,0.007657125063499178,-0.002728023206234706,0.09279453955128997,-0.13335327709999995,0.17351292617827316,-0.20026773050644361,0.23190537023551971,linear
gaussian,8192,rms_volatility_correlation,D_05,D_04,correlation,100,-0.008080732971342314,-0.008070068031610613,0.09384729321071661,-0.1320597176144155,0.1295032392090873,-0.3560921982935462,0.16478049546636261,linear
gaussian,8192,rms_volatility_correlation,D_05,D_05,correlation,100,1.0,1.0,1.1649462332954375e-16,0.9999999999999998,1.0,0.9999999999999998,1.0,linear
gaussian,8192,rms_volatility_correlation,D_05,D_06,correlation,100,0.005541454449663844,0.004815072504408477,0.07450758444473159,-0.11291884099421962,0.11945964422555187,-0.16140231698241872,0.20450856714012136,linear
gaussian,8192,rms_volatility_correlation,D_05,D_07,correlation,100,0.006797706823587349,0.009895229337931851,0.061467079433500944,-0.0767327094265688,0.09097256745550135,-0.15001942607925306,0.15599714142240534,linear
gaussian,8192,rms_volatility_correlation,D_05,D_08,correlation,100,0.0042029739893174696,-0.00047578152334251217,0.04877150648201658,-0.07679834793706239,0.0818311349734363,-0.09239368419417536,0.11496785602147298,linear
gaussian,8192,rms_volatility_correlation,D_05,D_09,correlation,100,-0.002466076282681998,-0.0046160304583658385,0.044126951115908516,-0.06889636462294835,0.06232230131958992,-0.1239721156589553,0.10550723261766602,linear
gaussian,8192,rms_volatility_correlation,D_06,D_01,correlation,100,0.0013574836250330646,-0.01042810809088655,0.08324774080652755,-0.12174730294442247,0.13360944976102634,-0.2548730708798689,0.18327778635028055,linear
gaussian,8192,rms_volatility_correlation,D_06,D_02,correlation,100,0.015249944322199867,0.01641505943720247,0.07384224272614393,-0.09146927127029814,0.13039184504368928,-0.21413967121608604,0.21296288976799255,linear
gaussian,8192,rms_volatility_correlation,D_06,D_03,correlation,100,-0.004773217631346639,-0.007696216150669527,0.07541110481178288,-0.12258229838733961,0.11886885957636228,-0.23990202719352355,0.17964245370951537,linear
gaussian,8192,rms_volatility_correlation,D_06,D_04,correlation,100,-0.004399697513705228,-0.003910903652119395,0.08074207510429138,-0.13546742844527557,0.1388811704949399,-0.23748845762303092,0.1544051896755656,linear
gaussian,8192,rms_volatility_correlation,D_06,D_05,correlation,100,0.005541454449663843,0.004815072504408477,0.07450758444473159,-0.11291884099421962,0.11945964422555187,-0.16140231698241875,0.20450856714012136,linear
gaussian,8192,rms_volatility_correlation,D_06,D_06,correlation,100,1.0,1.0,9.980162806744068e-17,0.9999999999999998,1.0,0.9999999999999998,1.0,linear
gaussian,8192,rms_volatility_correlation,D_06,D_07,correlation,100,-0.015936319563699137,-0.024509767027493905,0.06899827978525384,-0.10744689427013325,0.10199450754292046,-0.21356693686471492,0.14949657266573257,linear
gaussian,8192,rms_volatility_correlation,D_06,D_08,correlation,100,0.0027752215863732555,0.006558899843846576,0.05150276294023358,-0.0862291358668346,0.0828150738600523,-0.16326400708228445,0.12081880272604856,linear
gaussian,8192,rms_volatility_correlation,D_06,D_09,correlation,100,-9.360247349522225e-05,-0.0028722783652184434,0.044482998004996485,-0.07243845528859129,0.07717985736707784,-0.13128992049866295,0.11260623060069581,linear
gaussian,8192,rms_volatility_correlation,D_07,D_01,correlation,100,0.002267658920110818,0.0030869559416433763,0.058933471495640544,-0.1052273489521024,0.08470030177652656,-0.19191402889595313,0.12060619580492955,linear
gaussian,8192,rms_volatility_correlation,D_07,D_02,correlation,100,0.0018542709252342593,-0.0038566633643702147,0.052889333932562926,-0.0888617400369992,0.09846082303382986,-0.12527959112456158,0.12996673766130773,linear
gaussian,8192,rms_volatility_correlation,D_07,D_03,correlation,100,-0.0020669963731828425,-0.001859995757153068,0.05800731768703673,-0.08851878842940433,0.09195330754453505,-0.13795895609052564,0.16289109813322108,linear
gaussian,8192,rms_volatility_correlation,D_07,D_04,correlation,100,-0.0024166263304122777,-0.001663232399960597,0.0562501481726808,-0.0967247910951675,0.09449833969801245,-0.1731837118097105,0.11607123475121159,linear
gaussian,8192,rms_volatility_correlation,D_07,D_05,correlation,100,0.006797706823587349,0.009895229337931851,0.061467079433500944,-0.0767327094265688,0.09097256745550135,-0.15001942607925306,0.15599714142240534,linear
gaussian,8192,rms_volatility_correlation,D_07,D_06,correlation,100,-0.015936319563699137,-0.024509767027493905,0.06899827978525384,-0.10744689427013324,0.10199450754292046,-0.21356693686471492,0.14949657266573257,linear
gaussian,8192,rms_volatility_correlation,D_07,D_07,correlation,100,1.0,1.0,1.0467283057891834e-16,0.9999999999999998,1.0,0.9999999999999998,1.0,linear
gaussian,8192,rms_volatility_correlation,D_07,D_08,correlation,100,0.0015446957793256444,0.005545413498013399,0.05347546317968209,-0.0894046012770955,0.07821884853482615,-0.1379080856625597,0.10924533475014603,linear
gaussian,8192,rms_volatility_correlation,D_07,D_09,correlation,100,0.004056003294730902,0.00469873025908576,0.03606991371544853,-0.05514261194803686,0.058369783873278874,-0.08969474722786182,0.07569283932496011,linear
gaussian,8192,rms_volatility_correlation,D_08,D_01,correlation,100,0.004997983648298126,0.008650948098741042,0.055505851827173505,-0.10551225972443307,0.07611767025968781,-0.1623380436242789,0.12483572925082836,linear
gaussian,8192,rms_volatility_correlation,D_08,D_02,correlation,100,-0.002435058462987819,-0.003522971321558241,0.048996862589275894,-0.07863711290621085,0.07525778186853588,-0.12851295475265828,0.10906945268862558,linear
gaussian,8192,rms_volatility_correlation,D_08,D_03,correlation,100,0.002202220545478093,-0.0017580238493765119,0.05069166101919838,-0.08874196280524217,0.08679354519450609,-0.11124834484272789,0.11232142709362349,linear
gaussian,8192,rms_volatility_correlation,D_08,D_04,correlation,100,-0.004393143796164343,-0.0071757846518949765,0.05651482628033275,-0.08339388077291264,0.08871179153494742,-0.1203227161396618,0.16564513093002678,linear
gaussian,8192,rms_volatility_correlation,D_08,D_05,correlation,100,0.004202973989317469,-0.00047578152334251217,0.04877150648201658,-0.07679834793706239,0.0818311349734363,-0.09239368419417535,0.114967856021473,linear
gaussian,8192,rms_volatility_correlation,D_08,D_06,correlation,100,0.0027752215863732555,0.006558899843846576,0.05150276294023358,-0.0862291358668346,0.0828150738600523,-0.16326400708228445,0.12081880272604857,linear
gaussian,8192,rms_volatility_correlation,D_08,D_07,correlation,100,0.0015446957793256444,0.005545413498013399,0.05347546317968209,-0.08940460127709551,0.07821884853482615,-0.13790808566255966,0.10924533475014601,linear
gaussian,8192,rms_volatility_correlation,D_08,D_08,correlation,100,1.0,1.0,1.2223153213212885e-16,0.9999999999999998,1.0,0.9999999999999998,1.0,linear
gaussian,8192,rms_volatility_correlation,D_08,D_09,correlation,100,-0.0023227533795567596,-0.0017073121948040753,0.03523639532342719,-0.06860719985170359,0.048442543981924664,-0.07716924652585666,0.10168118041545143,linear
gaussian,8192,rms_volatility_correlation,D_09,D_01,correlation,100,0.01097344125055143,0.009319772054251567,0.05826074039770537,-0.07279623469572793,0.10902216469391435,-0.13609128579966526,0.15527842036603146,linear
gaussian,8192,rms_volatility_correlation,D_09,D_02,correlation,100,-0.007746818970220447,-0.00951685112022762,0.05321311813631282,-0.09591522994617639,0.07345940923004826,-0.17449205670948825,0.10335201892903167,linear
gaussian,8192,rms_volatility_correlation,D_09,D_03,correlation,100,0.0004232855484240138,-0.0063495256285268755,0.04925472770386936,-0.0747837513204881,0.09591297718029336,-0.10943753892159458,0.11365990099968282,linear
gaussian,8192,rms_volatility_correlation,D_09,D_04,correlation,100,0.003889446698389464,0.005307788577693127,0.05514620825939996,-0.08555023829535405,0.08699219878755186,-0.12791252041779644,0.1325590294924513,linear
gaussian,8192,rms_volatility_correlation,D_09,D_05,correlation,100,-0.002466076282681997,-0.0046160304583658385,0.044126951115908516,-0.06889636462294835,0.06232230131958993,-0.1239721156589553,0.10550723261766604,linear
gaussian,8192,rms_volatility_correlation,D_09,D_06,correlation,100,-9.360247349522112e-05,-0.002872278365218443,0.044482998004996485,-0.07243845528859129,0.07717985736707786,-0.13128992049866295,0.11260623060069581,linear
gaussian,8192,rms_volatility_correlation,D_09,D_07,correlation,100,0.004056003294730902,0.00469873025908576,0.03606991371544853,-0.05514261194803686,0.058369783873278874,-0.08969474722786182,0.07569283932496011,linear
gaussian,8192,rms_volatility_correlation,D_09,D_08,correlation,100,-0.002322753379556759,-0.0017073121948040755,0.03523639532342719,-0.06860719985170359,0.048442543981924664,-0.07716924652585666,0.10168118041545145,linear
gaussian,8192,rms_volatility_correlation,D_09,D_09,correlation,100,1.0,1.0,1.0467283057891834e-16,0.9999999999999998,1.0,0.9999999999999998,1.0,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_01,D_01,correlation,100,1.0,1.0,1.33897934774369e-16,0.9999999999999998,1.0,0.9999999999999998,1.0,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_01,D_02,correlation,100,-0.5631291604434052,-0.5670272773066581,0.030383068705147204,-0.6083918523996196,-0.5133897584665915,-0.6311797479224966,-0.47526268633921204,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_01,D_03,correlation,100,-0.3556441112193871,-0.35308250225921195,0.031634441005012705,-0.4071138463646215,-0.30323287688245476,-0.4190205721037564,-0.24106032040075628,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_01,D_04,correlation,100,-0.2520176814871127,-0.2526191575557026,0.04228961033494183,-0.3086415605095492,-0.19943946937702414,-0.3609124926063481,-0.09346275328406357,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_01,D_05,correlation,100,-0.1691785516173419,-0.1680204142150928,0.038330894928772175,-0.22516437347457136,-0.10460282953710592,-0.2789019792249333,-0.07708068349203902,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_01,D_06,correlation,100,-0.1210805336035137,-0.1200370708337785,0.030787586599716945,-0.17039045668179353,-0.07167817249604348,-0.23142263001125843,-0.05898278345707312,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_01,D_07,correlation,100,-0.0842895401893362,-0.08685231193806787,0.023543781292930804,-0.12505045256014993,-0.046534128897911274,-0.13616865104360912,-0.025202144597661763,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_01,D_08,correlation,100,-0.053815393074195784,-0.055821493469554034,0.02833736978387188,-0.09873148204535297,-0.00600504734375843,-0.1268794242084725,0.017671635726863606,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_01,D_09,correlation,100,-0.03837536487633515,-0.03586630126048822,0.029229003403305944,-0.08726230068201331,0.003796856744770851,-0.10193436853449973,0.030609113203070623,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_02,D_01,correlation,100,-0.5631291604434052,-0.5670272773066581,0.030383068705147207,-0.6083918523996196,-0.5133897584665915,-0.6311797479224966,-0.4752626863392121,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_02,D_02,correlation,100,1.0,1.0,1.4289418524932748e-16,0.9999999999999998,1.0,0.9999999999999998,1.0,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_02,D_03,correlation,100,-0.21248747263331486,-0.21662584078503677,0.0385039501612196,-0.2706147084281445,-0.14574343936901257,-0.2938842629542156,-0.11154378267983088,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_02,D_04,correlation,100,-0.1362581228738453,-0.1343103012734091,0.04082725983888703,-0.20229804133147716,-0.07200834447322137,-0.2519276238598863,-0.022191874170684373,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_02,D_05,correlation,100,-0.09734710934236496,-0.09500353483045787,0.03925206070229211,-0.1585551132260149,-0.037248325634777216,-0.1709791856380238,-0.0025891737610087657,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_02,D_06,correlation,100,-0.06290189066898356,-0.060177783431378445,0.035555185319866026,-0.12052466898982613,-0.0026536294261394356,-0.12734322354378774,0.028836856990682853,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_02,D_07,correlation,100,-0.045036519384121385,-0.04559288789199763,0.026836677700915162,-0.08926358025695522,0.0002953843730410981,-0.11829338498561427,0.026806357551540545,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_02,D_08,correlation,100,-0.03738050502787784,-0.03842120403614957,0.026723697396853128,-0.08524103301340759,0.006406614001689273,-0.10127396393833246,0.038475605339840874,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_02,D_09,correlation,100,-0.021277678671013177,-0.021082116660182844,0.025596497585453588,-0.06330327653578739,0.019164248551712747,-0.08010111469447383,0.044911552781881026,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_03,D_01,correlation,100,-0.3556441112193871,-0.35308250225921195,0.031634441005012705,-0.4071138463646215,-0.30323287688245476,-0.4190205721037563,-0.24106032040075628,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_03,D_02,correlation,100,-0.21248747263331486,-0.21662584078503677,0.0385039501612196,-0.2706147084281445,-0.14574343936901257,-0.2938842629542156,-0.11154378267983088,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_03,D_03,correlation,100,1.0,1.0,1.4462629922083572e-16,0.9999999999999998,1.0,0.9999999999999998,1.0,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_03,D_04,correlation,100,-0.09249401297628972,-0.09427018555174554,0.03843201091730095,-0.1560528628485655,-0.024806740245725087,-0.17528629356381353,0.011781750346013276,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_03,D_05,correlation,100,-0.06986818886775108,-0.06688561778062847,0.04290985041953657,-0.14696367440791197,-0.010504710108209941,-0.19356120733723814,0.051349628504282124,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_03,D_06,correlation,100,-0.0465109194806844,-0.04916923508642209,0.03227958151403045,-0.10110076474432253,-0.0029002821412993968,-0.12802901480907755,0.03076614422855383,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_03,D_07,correlation,100,-0.029561084337611995,-0.02877877173330219,0.025790761145245297,-0.06794815287996263,0.010821562373266954,-0.08175423810505182,0.03419312060713042,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_03,D_08,correlation,100,-0.019309524910980827,-0.021022397564069335,0.027930000308471644,-0.06356782538389624,0.026995034295462007,-0.08518760296031141,0.05603260732015049,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_03,D_09,correlation,100,-0.013859540451081238,-0.010100428856672826,0.02855921621032402,-0.06451882757644857,0.026283309021438512,-0.08801956973787683,0.06165189497762425,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_04,D_01,correlation,100,-0.2520176814871127,-0.2526191575557026,0.04228961033494183,-0.30864156050954916,-0.19943946937702411,-0.3609124926063481,-0.09346275328406357,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_04,D_02,correlation,100,-0.1362581228738453,-0.1343103012734091,0.04082725983888703,-0.20229804133147716,-0.07200834447322137,-0.2519276238598863,-0.022191874170684373,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_04,D_03,correlation,100,-0.09249401297628972,-0.09427018555174554,0.038432010917300946,-0.1560528628485655,-0.024806740245725087,-0.17528629356381353,0.011781750346013274,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_04,D_04,correlation,100,1.0,1.0,1.546120173718338e-16,0.9999999999999998,1.0,0.9999999999999998,1.0,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_04,D_05,correlation,100,-0.041740762491122935,-0.04273641207919952,0.04026613528981618,-0.10529894619783049,0.022113860479839258,-0.1409956148971794,0.036986992838611066,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_04,D_06,correlation,100,-0.03297446060476613,-0.03209662157251768,0.03468081247694262,-0.09382296368082838,0.025516130119243897,-0.10112599500992422,0.04232666721131593,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_04,D_07,correlation,100,-0.02391360300045212,-0.020543239999241396,0.028392418169421018,-0.07273127455801359,0.023061772630351998,-0.08820405027203988,0.04635921824510402,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_04,D_08,correlation,100,-0.01602673369535513,-0.01672648983183609,0.026462222802352674,-0.06103286478426812,0.02631684823317637,-0.09099840676546804,0.03981175603792711,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_04,D_09,correlation,100,-0.011297059950282112,-0.010101051271428206,0.02706917985760178,-0.053773085172862035,0.033787715009873404,-0.07520035106518985,0.051366067234176235,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_05,D_01,correlation,100,-0.1691785516173419,-0.1680204142150928,0.038330894928772175,-0.22516437347457136,-0.10460282953710592,-0.2789019792249333,-0.07708068349203902,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_05,D_02,correlation,100,-0.09734710934236496,-0.09500353483045786,0.03925206070229211,-0.1585551132260149,-0.037248325634777216,-0.1709791856380238,-0.0025891737610087657,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_05,D_03,correlation,100,-0.06986818886775108,-0.06688561778062847,0.04290985041953657,-0.14696367440791197,-0.010504710108209941,-0.19356120733723814,0.051349628504282124,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_05,D_04,correlation,100,-0.04174076249112293,-0.04273641207919952,0.04026613528981618,-0.10529894619783048,0.022113860479839258,-0.1409956148971794,0.036986992838611066,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_05,D_05,correlation,100,1.0,1.0,1.5621425723676385e-16,0.9999999999999998,1.0,0.9999999999999998,1.0,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_05,D_06,correlation,100,-0.01729945558904664,-0.019220689354407974,0.04056792876146271,-0.07784522985612406,0.05138947857263854,-0.10549906799298234,0.07917343894911902,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_05,D_07,correlation,100,-0.014017964071410004,-0.01591218846112375,0.028572437106743103,-0.05845772276768071,0.029669487385260734,-0.08239019692542998,0.06879604279750762,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_05,D_08,correlation,100,-0.013529705428601697,-0.01351158128535021,0.022680345214492973,-0.0520586611800806,0.019952746359026826,-0.07742375981401418,0.04409556849183304,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_05,D_09,correlation,100,-0.008661430555274328,-0.0031914621971935626,0.030261017338099078,-0.06646669869375962,0.032251085973323046,-0.07654190135670294,0.07686438927470818,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_06,D_01,correlation,100,-0.1210805336035137,-0.1200370708337785,0.03078758659971695,-0.17039045668179353,-0.07167817249604347,-0.23142263001125843,-0.05898278345707312,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_06,D_02,correlation,100,-0.06290189066898356,-0.060177783431378445,0.035555185319866026,-0.12052466898982613,-0.0026536294261394356,-0.12734322354378774,0.028836856990682853,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_06,D_03,correlation,100,-0.0465109194806844,-0.04916923508642209,0.03227958151403045,-0.10110076474432253,-0.0029002821412993968,-0.12802901480907755,0.03076614422855383,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_06,D_04,correlation,100,-0.03297446060476613,-0.03209662157251768,0.034680812476942616,-0.09382296368082838,0.025516130119243894,-0.10112599500992424,0.042326667211315935,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_06,D_05,correlation,100,-0.01729945558904664,-0.019220689354407974,0.04056792876146271,-0.07784522985612408,0.05138947857263854,-0.10549906799298234,0.079173438949119,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_06,D_06,correlation,100,1.0,1.0,1.513566629497924e-16,0.9999999999999998,1.0,0.9999999999999998,1.0,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_06,D_07,correlation,100,-0.014955804126025585,-0.014150838322235723,0.031015733165203844,-0.06739217221064522,0.04073120565611846,-0.08137009040754285,0.06097263615878568,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_06,D_08,correlation,100,-0.010736332677691009,-0.01057748868018157,0.028023651303979363,-0.05513021295693629,0.03040541041442727,-0.07505908691068258,0.049837502395156164,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_06,D_09,correlation,100,-0.007578234732610957,-0.007475717830764684,0.022960553920432544,-0.044701195317907526,0.02643106923003892,-0.07071158237675738,0.05892929432547358,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_07,D_01,correlation,100,-0.08428954018933622,-0.08685231193806787,0.023543781292930804,-0.12505045256014993,-0.04653412889791128,-0.13616865104360912,-0.025202144597661763,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_07,D_02,correlation,100,-0.045036519384121385,-0.04559288789199763,0.026836677700915162,-0.08926358025695522,0.0002953843730410981,-0.11829338498561427,0.026806357551540545,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_07,D_03,correlation,100,-0.029561084337611995,-0.02877877173330219,0.025790761145245297,-0.06794815287996263,0.010821562373266954,-0.08175423810505182,0.03419312060713042,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_07,D_04,correlation,100,-0.02391360300045212,-0.020543239999241396,0.028392418169421018,-0.07273127455801359,0.023061772630351998,-0.08820405027203988,0.04635921824510402,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_07,D_05,correlation,100,-0.01401796407141,-0.01591218846112375,0.028572437106743103,-0.05845772276768071,0.029669487385260734,-0.08239019692543,0.06879604279750762,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_07,D_06,correlation,100,-0.014955804126025585,-0.014150838322235723,0.031015733165203844,-0.06739217221064522,0.04073120565611846,-0.08137009040754285,0.06097263615878568,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_07,D_07,correlation,100,1.0,0.9999999999999999,1.578002294430506e-16,0.9999999999999998,1.0,0.9999999999999998,1.0,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_07,D_08,correlation,100,-0.004811232771442779,-0.004770829459260474,0.024873147973824887,-0.04240704604187543,0.03570433770713671,-0.07556306835372113,0.059000818942577915,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_07,D_09,correlation,100,-0.0024129062222212295,-0.0026217203811782124,0.02054898632137059,-0.03305693188321094,0.029080615186382344,-0.04907398127032936,0.0416464754974643,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_08,D_01,correlation,100,-0.053815393074195784,-0.055821493469554034,0.02833736978387188,-0.09873148204535297,-0.00600504734375843,-0.1268794242084725,0.017671635726863606,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_08,D_02,correlation,100,-0.03738050502787784,-0.03842120403614957,0.026723697396853128,-0.08524103301340759,0.006406614001689273,-0.10127396393833246,0.038475605339840874,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_08,D_03,correlation,100,-0.019309524910980827,-0.02102239756406933,0.027930000308471644,-0.06356782538389624,0.026995034295462007,-0.08518760296031141,0.05603260732015049,linear
shuffle,2048,detail_energy_share_percentile_correlation,D_08,D_04,correlation,100,-0.016026733695355132,-0.01672648983183609,0.02646222280235267,-0.06103286478426812,0.026316848233176367,-0.09099840676546804,0.03981175603792711,linear
