baseline_type,window_length,correlation_kind,component_i,component_j,metric,n_simulations,mean,median,std,p05,p95,min,max,quantile_method
gaussian,2048,rms_volatility_correlation,D_05,D_07,correlation,100,0.0005742311426712081,-0.0011757819746401328,0.028329477771426383,-0.04451001513362827,0.04185247201866815,-0.07552079995071188,0.07162109358473472,linear
gaussian,2048,rms_volatility_correlation,D_05,D_08,correlation,100,-0.0005292308596034489,-0.0024440750515768413,0.025917920617098435,-0.044533286892932754,0.04194836659169935,-0.0661308316506819,0.0672277049694568,linear
gaussian,2048,rms_volatility_correlation,D_05,D_09,correlation,100,-0.0013565376118216059,-0.003377037177394418,0.02466463099075619,-0.04219003609959994,0.04080694049579303,-0.060174285287314506,0.06050481201417529,linear
gaussian,2048,rms_volatility_correlation,D_06,D_01,correlation,100,-0.0035898939337641665,-0.002639328217384277,0.043152699695180555,-0.07740197736316405,0.056958392222700535,-0.11859348497419969,0.12046047825568607,linear
gaussian,2048,rms_volatility_correlation,D_06,D_02,correlation,100,0.007178942312356166,0.008884902277530471,0.03270899113140705,-0.04110870463504588,0.04949835095064741,-0.09647843126462058,0.08030831753144331,linear
gaussian,2048,rms_volatility_correlation,D_06,D_03,correlation,100,-0.00042837362701174457,-0.0011365712879547797,0.03842297460954223,-0.057635530869506686,0.06519387593861903,-0.09738543687467296,0.0960900388379639,linear
gaussian,2048,rms_volatility_correlation,D_06,D_04,correlation,100,-0.003350557506192432,-0.004384985882208652,0.04010824649966929,-0.07140502969487193,0.062323489592833584,-0.0915109665963159,0.07877932084931066,linear
gaussian,2048,rms_volatility_correlation,D_06,D_05,correlation,100,0.0036183028429852392,0.0031074857553908355,0.037279481116896294,-0.052259910023276984,0.06322789328637099,-0.09823587441626336,0.11231195487380073,linear
gaussian,2048,rms_volatility_correlation,D_06,D_06,correlation,100,1.0,1.0,1.0467283057891834e-16,0.9999999999999998,1.0,0.9999999999999998,1.0,linear
gaussian,2048,rms_volatility_correlation,D_06,D_07,correlation,100,-0.007481820194612896,-0.00932140239322106,0.03319523977566777,-0.06345145036732525,0.05329411525102432,-0.10326025156861474,0.07021504123083305,linear
gaussian,2048,rms_volatility_correlation,D_06,D_08,correlation,100,-0.0014904266572116772,-0.0022427342543656567,0.02728191682516542,-0.0432625329375259,0.04241503852606342,-0.0543398952253529,0.07710747649882768,linear
gaussian,2048,rms_volatility_correlation,D_06,D_09,correlation,100,-0.0006041487860234577,-0.0015295642503912973,0.02965212953568864,-0.046874276698499015,0.05093123994425626,-0.06240803993571379,0.06896201268914176,linear
gaussian,2048,rms_volatility_correlation,D_07,D_01,correlation,100,-0.0017203680456617232,-6.622815563993732e-06,0.029996347496020457,-0.04726910007331791,0.04538111543798623,-0.08045124194796417,0.062136014454435645,linear
gaussian,2048,rms_volatility_correlation,D_07,D_02,correlation,100,0.002801687164671161,0.0037347692015839984,0.028032198585707768,-0.044791743382953296,0.04694816179587924,-0.057461093095795654,0.07001843564023669,linear
gaussian,2048,rms_volatility_correlation,D_07,D_03,correlation,100,0.004311615097990983,0.003777687502497635,0.02848301874528264,-0.03602048735558156,0.055845120739661455,-0.06959505108773585,0.07790116087043773,linear
gaussian,2048,rms_volatility_correlation,D_07,D_04,correlation,100,0.0010235405687970998,-0.0022816283198419246,0.028036644561462303,-0.04753531966484325,0.042086679872773536,-0.06465327624035225,0.06620946834023139,linear
gaussian,2048,rms_volatility_correlation,D_07,D_05,correlation,100,0.0005742311426712085,-0.001175781974640133,0.028329477771426383,-0.044510015133628275,0.04185247201866815,-0.07552079995071187,0.07162109358473472,linear
gaussian,2048,rms_volatility_correlation,D_07,D_06,correlation,100,-0.007481820194612897,-0.00932140239322106,0.03319523977566777,-0.06345145036732526,0.05329411525102433,-0.10326025156861474,0.07021504123083305,linear
gaussian,2048,rms_volatility_correlation,D_07,D_07,correlation,100,1.0,1.0,1.1595901302887535e-16,0.9999999999999998,1.0,0.9999999999999998,1.0,linear
gaussian,2048,rms_volatility_correlation,D_07,D_08,correlation,100,-3.115386599897067e-05,3.989533045545111e-05,0.025260782874234493,-0.04022732905706409,0.04555663585981181,-0.0564870995158269,0.07108039296011784,linear
gaussian,2048,rms_volatility_correlation,D_07,D_09,correlation,100,0.0031740999740005387,0.004316861325126827,0.022435052194994087,-0.03488939920835715,0.039561711597331066,-0.06265212551665053,0.05228648329873648,linear
gaussian,2048,rms_volatility_correlation,D_08,D_01,correlation,100,-0.0014146862566947033,0.00026546041779075167,0.02482599933453474,-0.038177139022684124,0.03416829895429046,-0.10236867618258301,0.04148833852719829,linear
gaussian,2048,rms_volatility_correlation,D_08,D_02,correlation,100,0.004468938392925715,0.006536948233310903,0.024778607130935784,-0.041735367309659335,0.04080977654652109,-0.05587889238103218,0.09116051392268261,linear
gaussian,2048,rms_volatility_correlation,D_08,D_03,correlation,100,0.0018907528450118644,0.004376237402214736,0.02940348128971645,-0.046105131606785324,0.04306489529133965,-0.08080395331347395,0.07411424217945602,linear
gaussian,2048,rms_volatility_correlation,D_08,D_04,correlation,100,-0.0051997688306804225,-0.006304778164158038,0.030749282784026402,-0.055636171597229445,0.039961075140068344,-0.06414156647866441,0.0693647675014058,linear
gaussian,2048,rms_volatility_correlation,D_08,D_05,correlation,100,-0.000529230859603449,-0.0024440750515768413,0.025917920617098435,-0.044533286892932754,0.04194836659169935,-0.0661308316506819,0.0672277049694568,linear
gaussian,2048,rms_volatility_correlation,D_08,D_06,correlation,100,-0.0014904266572116776,-0.002242734254365657,0.02728191682516542,-0.0432625329375259,0.04241503852606342,-0.054339895225352895,0.07710747649882768,linear
gaussian,2048,rms_volatility_correlation,D_08,D_07,correlation,100,-3.115386599897109e-05,3.989533045545111e-05,0.025260782874234493,-0.040227329057064096,0.04555663585981181,-0.0564870995158269,0.07108039296011784,linear
gaussian,2048,rms_volatility_correlation,D_08,D_08,correlation,100,1.0,1.0,9.980162806744068e-17,0.9999999999999998,1.0,0.9999999999999998,1.0,linear
gaussian,2048,rms_volatility_correlation,D_08,D_09,correlation,100,0.0009324269956664101,0.003197944050874086,0.02316186895066181,-0.03311703135385584,0.0346126222895426,-0.0830954809141602,0.06069892440779022,linear
gaussian,2048,rms_volatility_correlation,D_09,D_01,correlation,100,0.0011570779184664455,-0.0022104259069224514,0.02967294903816482,-0.04237390359900619,0.04771805468658605,-0.05813579150401187,0.06271151111704613,linear
gaussian,2048,rms_volatility_correlation,D_09,D_02,correlation,100,-0.002377474282312761,0.0004532696247521856,0.03300303315464811,-0.05750921454354718,0.051360848577407546,-0.09572450312955734,0.06750202176362627,linear
gaussian,2048,rms_volatility_correlation,D_09,D_03,correlation,100,-0.0010245751180926064,-0.002375336698143762,0.02862959346644875,-0.04739413845211327,0.04268744931498881,-0.07047189480378398,0.06383420506580631,linear
gaussian,2048,rms_volatility_correlation,D_09,D_04,correlation,100,0.003278136937690729,-2.2518444104742148e-05,0.029491772288990085,-0.048704593705838344,0.050214227327329525,-0.06044881192826141,0.07978937948576256,linear
gaussian,2048,rms_volatility_correlation,D_09,D_05,correlation,100,-0.001356537611821605,-0.003377037177394419,0.02466463099075619,-0.04219003609959994,0.04080694049579303,-0.060174285287314506,0.060504812014175284,linear
gaussian,2048,rms_volatility_correlation,D_09,D_06,correlation,100,-0.0006041487860234574,-0.0015295642503912973,0.02965212953568864,-0.046874276698499015,0.05093123994425626,-0.06240803993571378,0.06896201268914176,linear
gaussian,2048,rms_volatility_correlation,D_09,D_07,correlation,100,0.003174099974000537,0.004316861325126828,0.022435052194994087,-0.03488939920835715,0.039561711597331066,-0.06265212551665053,0.052286483298736475,linear
gaussian,2048,rms_volatility_correlation,D_09,D_08,correlation,100,0.00093242699566641,0.0031979440508740856,0.02316186895066181,-0.03311703135385584,0.034612622289542594,-0.0830954809141602,0.06069892440779021,linear
gaussian,2048,rms_volatility_correlation,D_09,D_09,correlation,100,1.0,1.0,8.926528984957934e-17,0.9999999999999998,1.0,0.9999999999999998,1.0,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_01,D_01,correlation,100,1.0,1.0,1.2017707434915388e-16,0.9999999999999998,1.0,0.9999999999999998,1.0,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_01,D_02,correlation,100,-0.5639891930046982,-0.5661754913233699,0.05939522866390658,-0.6523070371753663,-0.45426672443868593,-0.7051846167108777,-0.382174817246077,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_01,D_03,correlation,100,-0.3463059910249995,-0.34911203752738784,0.07620100475062523,-0.4702152302035825,-0.21647989677963167,-0.5229803988714291,-0.12296090556689972,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_01,D_04,correlation,100,-0.2594060993596489,-0.2583129063364644,0.07976915753107036,-0.3779278001573641,-0.14068665673950012,-0.48150290985146105,-0.06355918401240432,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_01,D_05,correlation,100,-0.1764589330205479,-0.1855375837224981,0.08497866280976105,-0.29657458689844357,-0.04447225774634482,-0.3821412594824498,0.0012167583382216587,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_01,D_06,correlation,100,-0.12499876278528321,-0.12418216881070523,0.06620848182402585,-0.22951127096666055,-0.023758208594310277,-0.31644877178428593,0.004886697357073608,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_01,D_07,correlation,100,-0.08077898920533383,-0.07206429890836824,0.05592284990268516,-0.19101093159859744,-0.008992386087143088,-0.2436412137699761,0.03196777682443552,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_01,D_08,correlation,100,-0.05653609604144139,-0.053089376812449254,0.05359611645965027,-0.1523441964408674,0.016017052746678643,-0.20663943174754956,0.04921414685708944,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_01,D_09,correlation,100,-0.03159305479745983,-0.029669433032269564,0.05259643080728608,-0.11386080725060585,0.047358740871621494,-0.16936989799502813,0.08463333135923025,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_02,D_01,correlation,100,-0.5639891930046982,-0.5661754913233699,0.05939522866390658,-0.6523070371753663,-0.45426672443868593,-0.7051846167108777,-0.382174817246077,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_02,D_02,correlation,100,1.0,1.0,9.980162806744068e-17,0.9999999999999998,1.0,0.9999999999999998,1.0,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_02,D_03,correlation,100,-0.22149164014827608,-0.21222897301681937,0.07283402440450336,-0.34504148318472333,-0.11519013821118906,-0.43173600545135676,-0.037790319771518865,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_02,D_04,correlation,100,-0.1327698100362528,-0.1349848440694038,0.07716150377091843,-0.24998093322098955,-0.02042823743547097,-0.3692795747685184,0.14150041271673686,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_02,D_05,correlation,100,-0.09439239817029346,-0.09367246820635021,0.08785931002249331,-0.2339627773743641,0.07506259317899816,-0.3260520519906432,0.12541602954013478,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_02,D_06,correlation,100,-0.05374394882200651,-0.0630870675218893,0.0787175700362672,-0.17610353526817044,0.07492457553648055,-0.21864265297680255,0.196160807425778,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_02,D_07,correlation,100,-0.0474124994712224,-0.05141583066385283,0.05216548048450377,-0.12554217136896392,0.04878511190387479,-0.1711023176354624,0.10713043328530013,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_02,D_08,correlation,100,-0.039070799635835755,-0.04949677629224765,0.05376843149591643,-0.11991979777233965,0.06116452420582633,-0.1405082802192156,0.10229372334751267,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_02,D_09,correlation,100,-0.03677286951826283,-0.0384716596266724,0.05176299991316439,-0.10438026613567396,0.05289338591379718,-0.18449425660876956,0.06782865898908308,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_03,D_01,correlation,100,-0.3463059910249995,-0.34911203752738784,0.07620100475062523,-0.4702152302035825,-0.21647989677963167,-0.5229803988714291,-0.12296090556689972,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_03,D_02,correlation,100,-0.22149164014827608,-0.21222897301681937,0.07283402440450336,-0.34504148318472333,-0.11519013821118906,-0.43173600545135676,-0.037790319771518865,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_03,D_03,correlation,100,1.0,1.0,1.1158161231197418e-16,0.9999999999999998,1.0,0.9999999999999998,1.0,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_03,D_04,correlation,100,-0.08577382432567764,-0.08109048829829624,0.07950441511810334,-0.22461475092516045,0.03452873909492876,-0.3205042795857633,0.10315549199498741,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_03,D_05,correlation,100,-0.059242826516484756,-0.07391583895657639,0.09334595610641945,-0.19725171699442923,0.10662095175792875,-0.2601941406709039,0.19519021811950021,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_03,D_06,correlation,100,-0.05201819061270405,-0.05038921273578961,0.07584941226057114,-0.1904377266965058,0.06256923512875207,-0.2709490941941953,0.16693335270414159,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_03,D_07,correlation,100,-0.03247781831376989,-0.027447822090406623,0.055970397835847695,-0.11377397013598314,0.05934685238590597,-0.15480914567020504,0.136936550900122,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_03,D_08,correlation,100,-0.02105360180190259,-0.02048708029082004,0.050642025483655324,-0.09717344214479867,0.05973133096423574,-0.14252264127828546,0.11535906169752758,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_03,D_09,correlation,100,-0.01784396286186696,-0.022376517526475487,0.05235673291016303,-0.10256023191449246,0.08216815910221818,-0.11706156566396521,0.12378939150827346,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_04,D_01,correlation,100,-0.2594060993596489,-0.2583129063364644,0.07976915753107036,-0.3779278001573641,-0.14068665673950012,-0.48150290985146105,-0.06355918401240432,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_04,D_02,correlation,100,-0.1327698100362528,-0.1349848440694038,0.07716150377091842,-0.24998093322098955,-0.02042823743547097,-0.36927957476851847,0.14150041271673686,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_04,D_03,correlation,100,-0.08577382432567764,-0.08109048829829624,0.07950441511810334,-0.22461475092516045,0.03452873909492876,-0.3205042795857633,0.10315549199498741,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_04,D_04,correlation,100,1.0,1.0,1.2819751242557092e-16,0.9999999999999998,1.0,0.9999999999999998,1.0,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_04,D_05,correlation,100,-0.05124549889788772,-0.05712212192644174,0.0935808756119252,-0.188939745219953,0.08791451461794712,-0.3475180467367462,0.18685864514191194,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_04,D_06,correlation,100,-0.0357463139663888,-0.03788682471094455,0.07686162749559748,-0.138514498755551,0.08783980012337332,-0.2482071694526927,0.12175587779857518,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_04,D_07,correlation,100,-0.024697328800077186,-0.026231156928853784,0.056360382053431655,-0.12281157929571183,0.06415714573177621,-0.21007772238652572,0.10134137430592235,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_04,D_08,correlation,100,-0.018849515684447295,-0.021918821429933177,0.05607340129802825,-0.10461735305135507,0.06225706622971531,-0.1426391672748929,0.15716856975043297,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_04,D_09,correlation,100,-0.0067033805203588984,0.0013527142792238737,0.05363553567678867,-0.0889574905301756,0.07216933521540263,-0.1400876799907688,0.11114775356083027,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_05,D_01,correlation,100,-0.1764589330205479,-0.1855375837224981,0.08497866280976105,-0.29657458689844357,-0.04447225774634483,-0.3821412594824498,0.0012167583382216587,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_05,D_02,correlation,100,-0.09439239817029346,-0.09367246820635021,0.08785931002249331,-0.2339627773743641,0.07506259317899816,-0.3260520519906432,0.12541602954013478,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_05,D_03,correlation,100,-0.059242826516484756,-0.07391583895657639,0.09334595610641945,-0.19725171699442923,0.10662095175792875,-0.2601941406709039,0.19519021811950021,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_05,D_04,correlation,100,-0.05124549889788772,-0.05712212192644174,0.0935808756119252,-0.188939745219953,0.08791451461794712,-0.3475180467367462,0.18685864514191194,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_05,D_05,correlation,100,1.0,1.0,1.1595901302887535e-16,0.9999999999999998,1.0,0.9999999999999998,1.0,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_05,D_06,correlation,100,-0.019725700238506182,-0.021912324779876646,0.07346332613017073,-0.13338720332502063,0.08922282820186422,-0.226527413265473,0.15607546952375645,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_05,D_07,correlation,100,-0.00840363700591161,0.0004066785160057589,0.06162273513757277,-0.11024879344599785,0.07805653274483443,-0.17855220675709005,0.10871831131376082,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_05,D_08,correlation,100,-0.007481331104000779,-0.009573444664295843,0.049228979208698294,-0.08911956657493486,0.07074730983117096,-0.1128472333853048,0.09453098498808325,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_05,D_09,correlation,100,-0.011303988464579315,-0.01387828540468361,0.045664049705667606,-0.08198850017280544,0.05842711883092649,-0.12495483857309846,0.08564447338801662,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_06,D_01,correlation,100,-0.12499876278528321,-0.12418216881070523,0.06620848182402585,-0.22951127096666055,-0.023758208594310277,-0.31644877178428593,0.004886697357073608,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_06,D_02,correlation,100,-0.05374394882200651,-0.0630870675218893,0.0787175700362672,-0.17610353526817044,0.07492457553648055,-0.21864265297680255,0.196160807425778,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_06,D_03,correlation,100,-0.05201819061270405,-0.05038921273578961,0.07584941226057114,-0.1904377266965058,0.06256923512875207,-0.2709490941941953,0.16693335270414159,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_06,D_04,correlation,100,-0.0357463139663888,-0.03788682471094455,0.07686162749559748,-0.138514498755551,0.08783980012337332,-0.2482071694526927,0.12175587779857518,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_06,D_05,correlation,100,-0.019725700238506186,-0.021912324779876646,0.07346332613017073,-0.13338720332502066,0.08922282820186422,-0.226527413265473,0.15607546952375645,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_06,D_06,correlation,100,1.0,1.0,1.0226623691696763e-16,0.9999999999999998,1.0,0.9999999999999998,1.0,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_06,D_07,correlation,100,-0.026242560970432764,-0.03502885737339215,0.06695642754552837,-0.10968737908230743,0.09768436653152196,-0.21644965360827956,0.13690858969993047,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_06,D_08,correlation,100,-0.004834879396406011,0.0014885520722099782,0.04908209599147627,-0.0816507877845089,0.07297970876774934,-0.16055188168232779,0.10270645797428479,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_06,D_09,correlation,100,-0.006930052826326033,-0.009281792373236213,0.04239484207642482,-0.07327239979231291,0.059120576088235455,-0.11896309946747295,0.10078691200257495,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_07,D_01,correlation,100,-0.08077898920533383,-0.07206429890836824,0.05592284990268516,-0.19101093159859744,-0.008992386087143088,-0.2436412137699761,0.03196777682443552,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_07,D_02,correlation,100,-0.0474124994712224,-0.05141583066385283,0.05216548048450377,-0.12554217136896392,0.04878511190387479,-0.1711023176354624,0.10713043328530013,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_07,D_03,correlation,100,-0.03247781831376989,-0.027447822090406623,0.055970397835847695,-0.11377397013598314,0.05934685238590597,-0.15480914567020504,0.136936550900122,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_07,D_04,correlation,100,-0.024697328800077186,-0.026231156928853784,0.056360382053431655,-0.12281157929571183,0.06415714573177621,-0.21007772238652572,0.10134137430592235,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_07,D_05,correlation,100,-0.00840363700591161,0.0004066785160057589,0.06162273513757277,-0.11024879344599785,0.07805653274483443,-0.17855220675709005,0.10871831131376082,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_07,D_06,correlation,100,-0.026242560970432764,-0.03502885737339215,0.06695642754552837,-0.10968737908230743,0.09768436653152196,-0.21644965360827956,0.13690858969993047,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_07,D_07,correlation,100,1.0,1.0,1.2017707434915388e-16,0.9999999999999998,1.0,0.9999999999999998,1.0,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_07,D_08,correlation,100,-0.004086609047953968,-0.006579118862532016,0.051435168953286536,-0.0973512195763734,0.0667809720272086,-0.13611407895366032,0.10527452101508451,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_07,D_09,correlation,100,0.0006473463154273999,0.0009462668413567657,0.03457981820429113,-0.060190397093245716,0.05691232269271927,-0.07712679678626959,0.07323448456586251,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_08,D_01,correlation,100,-0.05653609604144139,-0.053089376812449254,0.05359611645965027,-0.1523441964408674,0.016017052746678643,-0.20663943174754956,0.04921414685708944,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_08,D_02,correlation,100,-0.039070799635835755,-0.04949677629224765,0.05376843149591643,-0.11991979777233965,0.06116452420582633,-0.1405082802192156,0.10229372334751267,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_08,D_03,correlation,100,-0.02105360180190259,-0.02048708029082004,0.050642025483655324,-0.09717344214479867,0.05973133096423574,-0.14252264127828546,0.11535906169752758,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_08,D_04,correlation,100,-0.018849515684447295,-0.021918821429933177,0.05607340129802825,-0.10461735305135507,0.06225706622971531,-0.1426391672748929,0.15716856975043297,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_08,D_05,correlation,100,-0.007481331104000779,-0.009573444664295844,0.049228979208698294,-0.08911956657493486,0.07074730983117096,-0.1128472333853048,0.09453098498808325,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_08,D_06,correlation,100,-0.004834879396406011,0.0014885520722099782,0.04908209599147627,-0.0816507877845089,0.07297970876774934,-0.16055188168232779,0.10270645797428479,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_08,D_07,correlation,100,-0.004086609047953968,-0.006579118862532016,0.051435168953286536,-0.0973512195763734,0.0667809720272086,-0.13611407895366032,0.10527452101508451,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_08,D_08,correlation,100,1.0,1.0,1.1595901302887535e-16,0.9999999999999998,1.0,0.9999999999999998,1.0,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_08,D_09,correlation,100,-0.005386833674540082,-0.009152393088065279,0.03425682427921834,-0.06760411067137105,0.04950548193749779,-0.09341171180784313,0.06626467742181348,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_09,D_01,correlation,100,-0.03159305479745983,-0.029669433032269564,0.05259643080728608,-0.11386080725060585,0.047358740871621494,-0.16936989799502816,0.08463333135923025,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_09,D_02,correlation,100,-0.03677286951826283,-0.0384716596266724,0.05176299991316438,-0.10438026613567396,0.05289338591379718,-0.18449425660876956,0.06782865898908308,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_09,D_03,correlation,100,-0.01784396286186696,-0.022376517526475487,0.05235673291016303,-0.10256023191449246,0.08216815910221818,-0.11706156566396521,0.12378939150827346,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_09,D_04,correlation,100,-0.0067033805203588984,0.0013527142792238737,0.05363553567678867,-0.0889574905301756,0.07216933521540263,-0.1400876799907688,0.11114775356083027,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_09,D_05,correlation,100,-0.011303988464579315,-0.01387828540468361,0.04566404970566761,-0.08198850017280544,0.05842711883092649,-0.12495483857309846,0.08564447338801663,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_09,D_06,correlation,100,-0.006930052826326033,-0.009281792373236213,0.04239484207642482,-0.07327239979231291,0.059120576088235455,-0.11896309946747295,0.10078691200257495,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_09,D_07,correlation,100,0.0006473463154273999,0.0009462668413567657,0.03457981820429113,-0.060190397093245716,0.05691232269271927,-0.07712679678626959,0.07323448456586251,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_09,D_08,correlation,100,-0.005386833674540082,-0.009152393088065279,0.03425682427921834,-0.06760411067137105,0.04950548193749779,-0.09341171180784313,0.06626467742181348,linear
gaussian,8192,detail_energy_share_percentile_correlation,D_09,D_09,correlation,100,1.0,1.0,1.1158161231197418e-16,0.9999999999999998,1.0,0.9999999999999998,1.0,linear
gaussian,8192,rms_volatility_correlation,D_01,D_01,correlation,100,1.0,1.0,1.0932720593655597e-16,0.9999999999999998,1.0,0.9999999999999998,1.0,linear
gaussian,8192,rms_volatility_correlation,D_01,D_02,correlation,100,-0.003955055437502009,-0.011152115707427267,0.08605436873595798,-0.13103263559868764,0.1426092581159888,-0.23077668413003205,0.21625157688933083,linear
gaussian,8192,rms_volatility_correlation,D_01,D_03,correlation,100,0.006690148583964931,0.014343040697656535,0.09058726984697239,-0.13551944563790547,0.1560000576491425,-0.20009527289856627,0.24007125633858664,linear
gaussian,8192,rms_volatility_correlation,D_01,D_04,correlation,100,-0.01590449181666989,-0.009257090474151396,0.08910871759875197,-0.16519261542150804,0.14922391309849875,-0.21326424066496907,0.19746356061873954,linear
gaussian,8192,rms_volatility_correlation,D_01,D_05,correlation,100,0.0002650494838618711,-0.004570908192385925,0.09436134979582257,-0.16294084948212728,0.15756092213164252,-0.29021828927831095,0.2061669043183554,linear
gaussian,8192,rms_volatility_correlation,D_01,D_06,correlation,100,0.001357483625033064,-0.01042810809088655,0.08324774080652754,-0.12174730294442249,0.13360944976102634,-0.2548730708798689,0.18327778635028055,linear
gaussian,8192,rms_volatility_correlation,D_01,D_07,correlation,100,0.0022676589201108153,0.0030869559416433763,0.058933471495640544,-0.1052273489521024,0.08470030177652656,-0.19191402889595313,0.12060619580492955,linear
gaussian,8192,rms_volatility_correlation,D_01,D_08,correlation,100,0.004997983648298126,0.008650948098741042,0.055505851827173505,-0.10551225972443307,0.07611767025968781,-0.1623380436242789,0.12483572925082836,linear
gaussian,8192,rms_volatility_correlation,D_01,D_09,correlation,100,0.01097344125055143,0.009319772054251567,0.05826074039770537,-0.07279623469572793,0.10902216469391433,-0.13609128579966523,0.15527842036603148,linear
gaussian,8192,rms_volatility_correlation,D_02,D_01,correlation,100,-0.003955055437502011,-0.011152115707427267,0.08605436873595798,-0.13103263559868764,0.1426092581159888,-0.23077668413003205,0.21625157688933086,linear
gaussian,8192,rms_volatility_correlation,D_02,D_02,correlation,100,1.0,1.0,1.0042345108077676e-16,0.9999999999999998,1.0,0.9999999999999998,1.0,linear
gaussian,8192,rms_volatility_correlation,D_02,D_03,correlation,100,-0.012485695605046625,-0.01701970043860523,0.06978993768366365,-0.1298211823836103,0.0929886815101309,-0.230951077521317,0.1490173163327478,linear
gaussian,8192,rms_volatility_correlation,D_02,D_04,correlation,100,0.004268241660249096,0.005192890611933384,0.09121561382300701,-0.14817050110604066,0.16533830789131906,-0.2647718182612862,0.2702658991912731,linear
gaussian,8192,rms_volatility_correlation,D_02,D_05,correlation,100,0.00021135125054934866,0.0027664399880591977,0.09179799498880237,-0.15006190417732057,0.1376970179307528,-0.21164400817379928,0.18790245997512203,linear
