window_length,window_id,window_end_timestamp_utc,component,k,component_type,scale_minutes,scale_days,energy,rms_volatility,detail_energy_share,total_component_energy_share
8192,645,2018-08-07 23:00:00+00:00,D_09,9,detail,1280,0.8888888888888888,9.275506759902123e-07,1.064078948564022e-05,0.0017699887165503888,0.001767906475660667
8192,645,2018-08-07 23:00:00+00:00,A_09,9,approximation,2560,1.7777777777777777,6.17218354647943e-07,8.680094321642492e-06,,0.0011764147817733197
8192,646,2018-08-08 23:00:00+00:00,D_01,1,detail,5,0.003472222222222222,0.0002529917415107025,0.00017573497359982355,0.5268693106276024,0.5261593896635488
8192,646,2018-08-08 23:00:00+00:00,D_02,2,detail,10,0.006944444444444444,0.00011980532092221664,0.0001209325140900402,0.2495012148099572,0.24916502870198398
8192,646,2018-08-08 23:00:00+00:00,D_03,3,detail,20,0.013888888888888888,5.548038948997999e-05,8.229525188407635e-05,0.1155409832328462,0.11538529952808332
8192,646,2018-08-08 23:00:00+00:00,D_04,4,detail,40,0.027777777777777776,2.5248628237362637e-05,5.551673566710476e-05,0.05258166639858129,0.05251081613923185
8192,646,2018-08-08 23:00:00+00:00,D_05,5,detail,80,0.05555555555555555,1.4682690257848954e-05,4.2335807398894935e-05,0.030577515487730796,0.030536314341952243
8192,646,2018-08-08 23:00:00+00:00,D_06,6,detail,160,0.1111111111111111,6.650151423872052e-06,2.849185958277173e-05,0.01384930857957043,0.013830647567626931
8192,646,2018-08-08 23:00:00+00:00,D_07,7,detail,320,0.2222222222222222,3.251820181709032e-06,1.9923621803653782e-05,0.006772095591703274,0.006762970648317601
8192,646,2018-08-08 23:00:00+00:00,D_08,8,detail,640,0.4444444444444444,1.3137072651142055e-06,1.2663516746386504e-05,0.00273586812361586,0.0027321817253067094
8192,646,2018-08-08 23:00:00+00:00,D_09,9,detail,1280,0.8888888888888888,7.548597116381752e-07,9.599268768678785e-06,0.0015720371483925746,0.0015699189340547808
8192,646,2018-08-08 23:00:00+00:00,A_09,9,approximation,2560,1.7777777777777777,6.478823046039002e-07,8.8930981882704e-06,,0.0013474327498938564
8192,647,2018-08-09 23:00:00+00:00,D_01,1,detail,5,0.003472222222222222,0.00024656038097977534,0.00017348689505642848,0.5248800737566272,0.5238126191869936
8192,647,2018-08-09 23:00:00+00:00,D_02,2,detail,10,0.006944444444444444,0.0001179522210439656,0.00011999360184153969,0.2510978050702843,0.25058714461116477
8192,647,2018-08-09 23:00:00+00:00,D_03,3,detail,20,0.013888888888888888,5.5506703803252555e-05,8.231476586316684e-05,0.11816319665984076,0.11792288682423527
8192,647,2018-08-09 23:00:00+00:00,D_04,4,detail,40,0.027777777777777776,2.3952247294581714e-05,5.407271319553763e-05,0.05098977084906546,0.05088607237274906
8192,647,2018-08-09 23:00:00+00:00,D_05,5,detail,80,0.05555555555555555,1.4186157821307617e-05,4.16138044213857e-05,0.030199627101411206,0.03013820977664993
8192,647,2018-08-09 23:00:00+00:00,D_06,6,detail,160,0.1111111111111111,5.989391382062094e-06,2.703935793788615e-05,0.012750273088813604,0.01272434271356556
8192,647,2018-08-09 23:00:00+00:00,D_07,7,detail,320,0.2222222222222222,3.667692230412905e-06,2.1159308512338613e-05,0.007807817950174421,0.007791939102097508
8192,647,2018-08-09 23:00:00+00:00,D_08,8,detail,640,0.4444444444444444,1.2649723198573858e-06,1.2426406012554114e-05,0.0026928850527745537,0.0026874085018464364
8192,647,2018-08-09 23:00:00+00:00,D_09,9,detail,1280,0.8888888888888888,6.663585875296362e-07,9.019013306166107e-06,0.0014185504710085884,0.0014156655487982703
8192,647,2018-08-09 23:00:00+00:00,A_09,9,approximation,2560,1.7777777777777777,9.57274853307557e-07,1.0809941743212363e-05,,0.0020337113618996545
8192,648,2018-08-12 23:05:00+00:00,D_01,1,detail,5,0.003472222222222222,0.00025768803180238376,0.00017735855933567719,0.5147635619705275,0.5136902799631672
8192,648,2018-08-12 23:05:00+00:00,D_02,2,detail,10,0.006944444444444444,0.00012761320810190523,0.00012481099387524764,0.25492309090784576,0.25439157627288456
8192,648,2018-08-12 23:05:00+00:00,D_03,3,detail,20,0.013888888888888888,6.079260931000044e-05,8.614506843785176e-05,0.12144071997063931,0.12118751607406505
8192,648,2018-08-12 23:05:00+00:00,D_04,4,detail,40,0.027777777777777776,2.7766720679249877e-05,5.821934618678094e-05,0.05546744232208906,0.055351792706932336
8192,648,2018-08-12 23:05:00+00:00,D_05,5,detail,80,0.05555555555555555,1.438728657914587e-05,4.1907762631085334e-05,0.02874037585203592,0.028680452169464674
8192,648,2018-08-12 23:05:00+00:00,D_06,6,detail,160,0.1111111111111111,6.444356618239039e-06,2.8047542249720966e-05,0.012873395571421272,0.012846554542138726
8192,648,2018-08-12 23:05:00+00:00,D_07,7,detail,320,0.2222222222222222,3.374633060373115e-06,2.02963669717656e-05,0.006741244916773421,0.006727189421375328
8192,648,2018-08-12 23:05:00+00:00,D_08,8,detail,640,0.4444444444444444,1.705846325820082e-06,1.4430287386945356e-05,0.0034076380059702856,0.0034005330808559186
8192,648,2018-08-12 23:05:00+00:00,D_09,9,detail,1280,0.8888888888888888,8.222424400854312e-07,1.0018552371075928e-05,0.0016425304826974089,0.0016391058067027218
8192,648,2018-08-12 23:05:00+00:00,A_09,9,approximation,2560,1.7777777777777777,1.04592116607876e-06,1.1299377132992714e-05,,0.002084999962413584
8192,649,2018-08-13 23:05:00+00:00,D_01,1,detail,5,0.003472222222222222,0.0002656300093869737,0.00018007092562444892,0.5139385998582389,0.5129861636129428
8192,649,2018-08-13 23:05:00+00:00,D_02,2,detail,10,0.006944444444444444,0.00013354172649664544,0.0001276772504608203,0.2583753548656973,0.25789653102772675
8192,649,2018-08-13 23:05:00+00:00,D_03,3,detail,20,0.013888888888888888,6.13957703712519e-05,8.657136290596886e-05,0.11878799513142099,0.11856785600954842
8192,649,2018-08-13 23:05:00+00:00,D_04,4,detail,40,0.027777777777777776,2.8370537213951344e-05,5.884896212763586e-05,0.054891065232478366,0.05478934055158313
8192,649,2018-08-13 23:05:00+00:00,D_05,5,detail,80,0.05555555555555555,1.4552912515190347e-05,4.214829271173919e-05,0.02815684680799905,0.028104666252849887
8192,649,2018-08-13 23:05:00+00:00,D_06,6,detail,160,0.1111111111111111,7.4519665491517846e-06,3.0160634698137654e-05,0.014417999168467872,0.014391279585629602
8192,649,2018-08-13 23:05:00+00:00,D_07,7,detail,320,0.2222222222222222,3.09705588673459e-06,1.9443728549937535e-05,0.0059921564200688055,0.0059810516947893045
8192,649,2018-08-13 23:05:00+00:00,D_08,8,detail,640,0.4444444444444444,1.6843218156005103e-06,1.4338957088328343e-05,0.0032588109966119787,0.0032527717348974495
8192,649,2018-08-13 23:05:00+00:00,D_09,9,detail,1280,0.8888888888888888,1.1273420817794967e-06,1.1730942000420245e-05,0.002181171519016779,0.002177129349752801
8192,649,2018-08-13 23:05:00+00:00,A_09,9,approximation,2560,1.7777777777777777,9.596130899842004e-07,1.0823135856740503e-05,,0.001853210180279793
8192,650,2018-08-14 23:05:00+00:00,D_01,1,detail,5,0.003472222222222222,0.0002712201643911044,0.00018195584690666988,0.5176475000741979,0.5165556545793671
8192,650,2018-08-14 23:05:00+00:00,D_02,2,detail,10,0.006944444444444444,0.00013398210354975438,0.00012788759615273826,0.25571660983584094,0.2551772408089208
8192,650,2018-08-14 23:05:00+00:00,D_03,3,detail,20,0.013888888888888888,6.06955764474944e-05,8.60762916505659e-05,0.11584283743852172,0.11559849649193639
8192,650,2018-08-14 23:05:00+00:00,D_04,4,detail,40,0.027777777777777776,2.9938840970520798e-05,6.045364896480011e-05,0.057140906976079424,0.05702038279341953
8192,650,2018-08-14 23:05:00+00:00,D_05,5,detail,80,0.05555555555555555,1.4431382102496256e-05,4.197193494537302e-05,0.027543559988409648,0.027485463867244885
8192,650,2018-08-14 23:05:00+00:00,D_06,6,detail,160,0.1111111111111111,7.280999468337407e-06,2.981264631682805e-05,0.01389642684307008,0.013867115871722442
8192,650,2018-08-14 23:05:00+00:00,D_07,7,detail,320,0.2222222222222222,4.02332511711712e-06,2.2161420404287852e-05,0.00767886928148221,0.007662672663457049
8192,650,2018-08-14 23:05:00+00:00,D_08,8,detail,640,0.4444444444444444,1.4864895547189318e-06,1.3470569567487703e-05,0.0028370958465206964,0.00283111171577925
8192,650,2018-08-14 23:05:00+00:00,D_09,9,detail,1280,0.8888888888888888,8.887166235584498e-07,1.0415657250587926e-05,0.001696193715877352,0.0016926160274566109
8192,650,2018-08-14 23:05:00+00:00,A_09,9,approximation,2560,1.7777777777777777,1.1074698719836908e-06,1.1627088773953011e-05,,0.002109245180695814
8192,651,2018-08-15 23:05:00+00:00,D_01,1,detail,5,0.003472222222222222,0.0002779315733891352,0.0001841933604048431,0.5171895538804226,0.5162702933394668
8192,651,2018-08-15 23:05:00+00:00,D_02,2,detail,10,0.006944444444444444,0.0001377759486458432,0.00012968559328692617,0.25638066430052164,0.25592496942736104
8192,651,2018-08-15 23:05:00+00:00,D_03,3,detail,20,0.013888888888888888,6.370734687672441e-05,8.818602917575804e-05,0.11854995065258914,0.11833923817599418
8192,651,2018-08-15 23:05:00+00:00,D_04,4,detail,40,0.027777777777777776,2.9998887987347244e-05,6.0514243209908644e-05,0.05582349391215803,0.055724272389165705
8192,651,2018-08-15 23:05:00+00:00,D_05,5,detail,80,0.05555555555555555,1.3935083846309869e-05,4.124390912404822e-05,0.02593113013348998,0.025885039750311784
8192,651,2018-08-15 23:05:00+00:00,D_06,6,detail,160,0.1111111111111111,7.936008938186027e-06,3.112476652261285e-05,0.014767738952007553,0.014741490549278105
8192,651,2018-08-15 23:05:00+00:00,D_07,7,detail,320,0.2222222222222222,3.6716124441112243e-06,2.1170613558221356e-05,0.006832327751885149,0.006820183869128697
8192,651,2018-08-15 23:05:00+00:00,D_08,8,detail,640,0.4444444444444444,1.5225894996039872e-06,1.3633157228825513e-05,0.0028333138780913527,0.0028282779031209957
8192,651,2018-08-15 23:05:00+00:00,D_09,9,detail,1280,0.8888888888888888,9.091676510320827e-07,1.0534817477126848e-05,0.001691826538834598,0.001688819460737943
8192,651,2018-08-15 23:05:00+00:00,A_09,9,approximation,2560,1.7777777777777777,9.56862696789447e-07,1.0807614372130445e-05,,0.0017774151354348876
8192,652,2018-08-16 23:05:00+00:00,D_01,1,detail,5,0.003472222222222222,0.00028303046200883124,0.0001858752725470427,0.5219634810270376,0.5207961276153869
8192,652,2018-08-16 23:05:00+00:00,D_02,2,detail,10,0.006944444444444444,0.00013642845351200452,0.0001290498506550942,0.25160072877257755,0.2510380323775566
8192,652,2018-08-16 23:05:00+00:00,D_03,3,detail,20,0.013888888888888888,6.42504436092874e-05,8.85611186111001e-05,0.11849037367146939,0.11822537401731542
8192,652,2018-08-16 23:05:00+00:00,D_04,4,detail,40,0.027777777777777776,3.01597782839359e-05,6.067630146977293e-05,0.05562052490164695,0.055496131506588
8192,652,2018-08-16 23:05:00+00:00,D_05,5,detail,80,0.05555555555555555,1.4457985990217403e-05,4.201060423210383e-05,0.02666335150828587,0.02660371983771766
8192,652,2018-08-16 23:05:00+00:00,D_06,6,detail,160,0.1111111111111111,7.4778836333270575e-06,3.0213036788096448e-05,0.013790678728584043,0.013759836348900475
8192,652,2018-08-16 23:05:00+00:00,D_07,7,detail,320,0.2222222222222222,3.986207872884763e-06,2.205895828757567e-05,0.007351346292058813,0.007334905258373131
8192,652,2018-08-16 23:05:00+00:00,D_08,8,detail,640,0.4444444444444444,1.6142941169957103e-06,1.4037713037691643e-05,0.002977073812932043,0.0029704156895219067
8192,652,2018-08-16 23:05:00+00:00,D_09,9,detail,1280,0.8888888888888888,8.363762705610305e-07,1.0104291796804442e-05,0.0015424412854077357,0.0015389916684091503
8192,652,2018-08-16 23:05:00+00:00,A_09,9,approximation,2560,1.7777777777777777,1.2154236200659455e-06,1.2180605121311964e-05,,0.002236465680230805
8192,653,2018-08-19 23:10:00+00:00,D_01,1,detail,5,0.003472222222222222,0.00028461147101608046,0.00018639369948584002,0.5202260671327348,0.5191141079506606
8192,653,2018-08-19 23:10:00+00:00,D_02,2,detail,10,0.006944444444444444,0.00013790310858023138,0.00012974542596604427,0.25206570756249996,0.2515269287589791
8192,653,2018-08-19 23:10:00+00:00,D_03,3,detail,20,0.013888888888888888,6.480050151591302e-05,8.893940336096383e-05,0.11844536670114604,0.11819219520244859
8192,653,2018-08-19 23:10:00+00:00,D_04,4,detail,40,0.027777777777777776,3.1068690555016294e-05,6.158380278138593e-05,0.056788795759700354,0.056667412332622256
8192,653,2018-08-19 23:10:00+00:00,D_05,5,detail,80,0.05555555555555555,1.4867680296768439e-05,4.260167109370964e-05,0.027175836660981584,0.027117749565745704
8192,653,2018-08-19 23:10:00+00:00,D_06,6,detail,160,0.1111111111111111,8.011786090297094e-06,3.127301123534028e-05,0.01464431476912791,0.014613013222931914
8192,653,2018-08-19 23:10:00+00:00,D_07,7,detail,320,0.2222222222222222,3.2269969955980764e-06,1.9847431362501757e-05,0.005898455004908388,0.005885847329866442
8192,653,2018-08-19 23:10:00+00:00,D_08,8,detail,640,0.4444444444444444,1.6987038656118003e-06,1.4400045545767918e-05,0.0031049698315935804,0.00309833310203996
8192,653,2018-08-19 23:10:00+00:00,D_09,9,detail,1280,0.8888888888888888,9.029678486678348e-07,1.0498836481455233e-05,0.0016504865773074675,0.0016469587385072274
8192,653,2018-08-19 23:10:00+00:00,A_09,9,approximation,2560,1.7777777777777777,1.171888530570819e-06,1.1960468182389252e-05,,0.002137453796198221
8192,654,2018-08-20 23:10:00+00:00,D_01,1,detail,5,0.003472222222222222,0.00028455677957064024,0.00018637578975334127,0.5222057049898444,0.5211346924973733
8192,654,2018-08-20 23:10:00+00:00,D_02,2,detail,10,0.006944444444444444,0.00013660783769508972,0.00012913466396513712,0.2506965123035957,0.2501823488351952
8192,654,2018-08-20 23:10:00+00:00,D_03,3,detail,20,0.013888888888888888,6.442000229166649e-05,8.86778992251984e-05,0.11822066851798889,0.11797820503733136
8192,654,2018-08-20 23:10:00+00:00,D_04,4,detail,40,0.027777777777777776,3.0387794718977345e-05,6.0905234565933775e-05,0.05576630361172222,0.05565193027712172
8192,654,2018-08-20 23:10:00+00:00,D_05,5,detail,80,0.05555555555555555,1.4831235090973592e-05,4.2549424230136326e-05,0.02721761044751115,0.02716178876550738
8192,654,2018-08-20 23:10:00+00:00,D_06,6,detail,160,0.1111111111111111,7.430009032367449e-06,3.0116167160827705e-05,0.013635215828218077,0.013607250820654926
8192,654,2018-08-20 23:10:00+00:00,D_07,7,detail,320,0.2222222222222222,4.031985571113816e-06,2.2185259490512037e-05,0.007399317179683225,0.0073841416251853075
8192,654,2018-08-20 23:10:00+00:00,D_08,8,detail,640,0.4444444444444444,1.2636714278802918e-06,1.2420014738262932e-05,0.0023190325314598036,0.0023142763352177716
8192,654,2018-08-20 23:10:00+00:00,D_09,9,detail,1280,0.8888888888888888,1.383880400586545e-06,1.299733484073657e-05,0.002539634589976531,0.0025344259521807616
8192,654,2018-08-20 23:10:00+00:00,A_09,9,approximation,2560,1.7777777777777777,1.1198809989345706e-06,1.1692058138016387e-05,,0.00205093985423229
8192,655,2018-08-21 23:10:00+00:00,D_01,1,detail,5,0.003472222222222222,0.00028533703997909196,0.00018663113791131625,0.5200816650321947,0.5189819197400484
8192,655,2018-08-21 23:10:00+00:00,D_02,2,detail,10,0.006944444444444444,0.0001372382154505576,0.00012943226741037915,0.2501430574972077,0.2496141143170466
8192,655,2018-08-21 23:10:00+00:00,D_03,3,detail,20,0.013888888888888888,6.503196961549778e-05,8.909810802398847e-05,0.11853327924208323,0.11828263319056156
8192,655,2018-08-21 23:10:00+00:00,D_04,4,detail,40,0.027777777777777776,3.0379428663271144e-05,6.089685008682277e-05,0.055372354893281864,0.05525526657676687
8192,655,2018-08-21 23:10:00+00:00,D_05,5,detail,80,0.05555555555555555,1.725364310609414e-05,4.589289275829518e-05,0.03144808481627974,0.0313815858690008
8192,655,2018-08-21 23:10:00+00:00,D_06,6,detail,160,0.1111111111111111,7.60560460715909e-06,3.046996112809056e-05,0.013862678003380393,0.013833364501490622
8192,655,2018-08-21 23:10:00+00:00,D_07,7,detail,320,0.2222222222222222,3.273711350385627e-06,1.9990571967214205e-05,0.0059669689223246615,0.005954351392382892
8192,655,2018-08-21 23:10:00+00:00,D_08,8,detail,640,0.4444444444444444,1.3916842203003927e-06,1.3033929862991736e-05,0.0025366123043327827,0.002531248478558387
8192,655,2018-08-21 23:10:00+00:00,D_09,9,detail,1280,0.8888888888888888,1.1276171701493207e-06,1.173237317598163e-05,0.0020552992889150408,0.002050953229692215
8192,655,2018-08-21 23:10:00+00:00,A_09,9,approximation,2560,1.7777777777777777,1.1625897550354444e-06,1.1912921333849022e-05,,0.002114562704451616
8192,656,2018-08-22 23:10:00+00:00,D_01,1,detail,5,0.003472222222222222,0.0002844538804738614,0.00018634208886153956,0.5157585800394083,0.5144674639374683
8192,656,2018-08-22 23:10:00+00:00,D_02,2,detail,10,0.006944444444444444,0.00013922603967969253,0.00013036627697314007,0.2524381963434207,0.251806259168437
8192,656,2018-08-22 23:10:00+00:00,D_03,3,detail,20,0.013888888888888888,6.592754656867524e-05,8.970951015358678e-05,0.11953676900838213,0.1192375285241447
8192,656,2018-08-22 23:10:00+00:00,D_04,4,detail,40,0.027777777777777776,3.159507725765549e-05,6.210330872267313e-05,0.05728672836347963,0.057143320536096706
8192,656,2018-08-22 23:10:00+00:00,D_05,5,detail,80,0.05555555555555555,1.7267894459016002e-05,4.591184240290409e-05,0.03130934516209155,0.031230967406985884
8192,656,2018-08-22 23:10:00+00:00,D_06,6,detail,160,0.1111111111111111,6.379458840103278e-06,2.7905958757804662e-05,0.011566938820839399,0.011537982907084944
8192,656,2018-08-22 23:10:00+00:00,D_07,7,detail,320,0.2222222222222222,3.901930445908693e-06,2.1824524482456394e-05,0.007074799270946589,0.007057088683842028
8192,656,2018-08-22 23:10:00+00:00,D_08,8,detail,640,0.4444444444444444,1.846195836853957e-06,1.501218514210911e-05,0.0033474366449290235,0.0033390568922312363
8192,656,2018-08-22 23:10:00+00:00,D_09,9,detail,1280,0.8888888888888888,9.27227752766482e-07,1.0638937049295724e-05,0.0016812063465026863,0.0016769977251269886
8192,656,2018-08-22 23:10:00+00:00,A_09,9,approximation,2560,1.7777777777777777,1.3841169413295445e-06,1.2998445582631857e-05,,0.002503334218582158
8192,657,2018-08-23 23:10:00+00:00,D_01,1,detail,5,0.003472222222222222,0.00028694753091346214,0.0001871570858121854,0.5098641517831055,0.5085675539039951
8192,657,2018-08-23 23:10:00+00:00,D_02,2,detail,10,0.006944444444444444,0.0001430094789869249,0.00013212574234567655,0.25410710616151705,0.25346090514157155
8192,657,2018-08-23 23:10:00+00:00,D_03,3,detail,20,0.013888888888888888,7.00095671121166e-05,9.244506333691267e-05,0.12439684857607912,0.1240805041351772
8192,657,2018-08-23 23:10:00+00:00,D_04,4,detail,40,0.027777777777777776,3.219034999748809e-05,6.268561305178203e-05,0.057197583979282665,0.057052129026589064
8192,657,2018-08-23 23:10:00+00:00,D_05,5,detail,80,0.05555555555555555,1.7498676501498857e-05,4.621762552181118e-05,0.03109261063638273,0.031013541313963906
8192,657,2018-08-23 23:10:00+00:00,D_06,6,detail,160,0.1111111111111111,7.912463515959477e-06,3.1078560038039445e-05,0.014059300270808428,0.014023547102343544
8192,657,2018-08-23 23:10:00+00:00,D_07,7,detail,320,0.2222222222222222,2.6053938619107943e-06,1.783371085638187e-05,0.004629407080922665,0.0046176343775826256
8192,657,2018-08-23 23:10:00+00:00,D_08,8,detail,640,0.4444444444444444,1.7728143032630314e-06,1.4710812214279265e-05,0.0031500339386950848,0.003142023319965068
8192,657,2018-08-23 23:10:00+00:00,D_09,9,detail,1280,0.8888888888888888,8.458526907434252e-07,1.0161373051316233e-05,0.0015029575732067083,0.0014991355127715953
8192,657,2018-08-23 23:10:00+00:00,A_09,9,approximation,2560,1.7777777777777777,1.434843952965482e-06,1.3234494691042484e-05,,0.0025430261660403077
8192,658,2018-08-26 23:15:00+00:00,D_01,1,detail,5,0.003472222222222222,0.00029710712021825594,0.0001904414844801877,0.5134494119033508,0.5124511861880428
8192,658,2018-08-26 23:15:00+00:00,D_02,2,detail,10,0.006944444444444444,0.00014808213243382184,0.00013444862283364237,0.2559100022769096,0.25541247333023037
8192,658,2018-08-26 23:15:00+00:00,D_03,3,detail,20,0.013888888888888888,7.039784239614195e-05,9.270106051509225e-05,0.12165891800577205,0.12142239409974648
8192,658,2018-08-26 23:15:00+00:00,D_04,4,detail,40,0.027777777777777776,3.19029656630678e-05,6.240516796041379e-05,0.05513351193213323,0.05502632378835509
8192,658,2018-08-26 23:15:00+00:00,D_05,5,detail,80,0.05555555555555555,1.7424745049182866e-05,4.6119888046119324e-05,0.030112792623402863,0.030054248659266283
8192,658,2018-08-26 23:15:00+00:00,D_06,6,detail,160,0.1111111111111111,6.3330720415671335e-06,2.7804317707850933e-05,0.010944578214401186,0.010923300247841022
8192,658,2018-08-26 23:15:00+00:00,D_07,7,detail,320,0.2222222222222222,4.4104483305853226e-06,2.3203120608652054e-05,0.007621971832602358,0.007607153530919135
8192,658,2018-08-26 23:15:00+00:00,D_08,8,detail,640,0.4444444444444444,1.6863367967082209e-06,1.4347531486441195e-05,0.002914264174836204,0.0029085983908795363
8192,658,2018-08-26 23:15:00+00:00,D_09,9,detail,1280,0.8888888888888888,1.3045931227567788e-06,1.261951227980982e-05,0.0022545490365917698,0.0022501658417286067
8192,658,2018-08-26 23:15:00+00:00,A_09,9,approximation,2560,1.7777777777777777,1.1271757839644797e-06,1.173007673423224e-05,,0.001944155922990708
8192,659,2018-08-27 23:15:00+00:00,D_01,1,detail,5,0.003472222222222222,0.00029255885375342814,0.00018897817520106063,0.5096616181563359,0.508459891694033
8192,659,2018-08-27 23:15:00+00:00,D_02,2,detail,10,0.006944444444444444,0.00014803035122757456,0.00013442511385092736,0.257881063502124,0.2572730081039985
8192,659,2018-08-27 23:15:00+00:00,D_03,3,detail,20,0.013888888888888888,7.065286248676036e-05,9.286881609441548e-05,0.1230831053663076,0.122792888839279
8192,659,2018-08-27 23:15:00+00:00,D_04,4,detail,40,0.027777777777777776,3.208610332220011e-05,6.258402878888715e-05,0.05589663457359056,0.05576483641079433
8192,659,2018-08-27 23:15:00+00:00,D_05,5,detail,80,0.05555555555555555,1.706946918912384e-05,4.564729387516273e-05,0.029736421155555734,0.029666305920419755
8192,659,2018-08-27 23:15:00+00:00,D_06,6,detail,160,0.1111111111111111,7.686144541713199e-06,3.063086786441252e-05,0.013389896816503833,0.01335832490141612
8192,659,2018-08-27 23:15:00+00:00,D_07,7,detail,320,0.2222222222222222,3.5493080692631913e-06,2.0815022103608955e-05,0.006183186974886832,0.006168607694940331
8192,659,2018-08-27 23:15:00+00:00,D_08,8,detail,640,0.4444444444444444,1.7155460774737664e-06,1.4471255846863183e-05,0.0029886225579894596,0.002981575712227828
8192,659,2018-08-27 23:15:00+00:00,D_09,9,detail,1280,0.8888888888888888,6.770350956523203e-07,9.090978258677453e-06,0.0011794508967061057,0.0011766698802374025
8192,659,2018-08-27 23:15:00+00:00,A_09,9,approximation,2560,1.7777777777777777,1.3566888037209335e-06,1.2869010305204728e-05,,0.002357890842653638
8192,660,2018-08-28 23:15:00+00:00,D_01,1,detail,5,0.003472222222222222,0.0002906498903726372,0.0001883606194136093,0.5057977834368178,0.5047067624368166
8192,660,2018-08-28 23:15:00+00:00,D_02,2,detail,10,0.006944444444444444,0.00014914037811156514,0.0001349281755692521,0.2595386241950575,0.25897879159281834
8192,660,2018-08-28 23:15:00+00:00,D_03,3,detail,20,0.013888888888888888,7.281565269670891e-05,9.427952842255164e-05,0.12671601453653195,0.12644268428989378
8192,660,2018-08-28 23:15:00+00:00,D_04,4,detail,40,0.027777777777777776,3.1467840920516694e-05,6.197813465140558e-05,0.05476129430750393,0.05464317255206487
8192,660,2018-08-28 23:15:00+00:00,D_05,5,detail,80,0.05555555555555555,1.702716687911626e-05,4.559069622108629e-05,0.02963119392415431,0.02956727854950261
8192,660,2018-08-28 23:15:00+00:00,D_06,6,detail,160,0.1111111111111111,6.619113799143752e-06,2.842529313717873e-05,0.011518783246849455,0.011493936885658657
8192,660,2018-08-28 23:15:00+00:00,D_07,7,detail,320,0.2222222222222222,4.079309450774796e-06,2.2315075160982153e-05,0.007098938435894216,0.007083625812618862
8192,660,2018-08-28 23:15:00+00:00,D_08,8,detail,640,0.4444444444444444,1.6210719372782969e-06,1.4067151736173962e-05,0.0028210387129882167,0.0028149536478130127
8192,660,2018-08-28 23:15:00+00:00,D_09,9,detail,1280,0.8888888888888888,1.216120100436851e-06,1.2184094578501014e-05,0.00211632920420268,0.0021117642185892356
8192,660,2018-08-28 23:15:00+00:00,A_09,9,approximation,2560,1.7777777777777777,1.2421877094291343e-06,1.231398562097884e-05,,0.0021570300142243087
8192,661,2018-08-29 23:15:00+00:00,D_01,1,detail,5,0.003472222222222222,0.0002787359838304914,0.00018445972094520535,0.5061698137617925,0.5049373735418543
8192,661,2018-08-29 23:15:00+00:00,D_02,2,detail,10,0.006944444444444444,0.00014178779983557477,0.00013156018027737747,0.25747915016280104,0.2568522307933946
8192,661,2018-08-29 23:15:00+00:00,D_03,3,detail,20,0.013888888888888888,6.968146988054438e-05,9.222818876990587e-05,0.12653786621799198,0.12622976733213942
8192,661,2018-08-29 23:15:00+00:00,D_04,4,detail,40,0.027777777777777776,3.0657587375689646e-05,6.117500528358367e-05,0.05567255823624009,0.055537004716350646
8192,661,2018-08-29 23:15:00+00:00,D_05,5,detail,80,0.05555555555555555,1.6497558247453806e-05,4.487607481446699e-05,0.02995869378212851,0.029885749291662937
8192,661,2018-08-29 23:15:00+00:00,D_06,6,detail,160,0.1111111111111111,7.702354774641753e-06,3.0663151408920545e-05,0.013987069154941247,0.01395301294274342
8192,661,2018-08-29 23:15:00+00:00,D_07,7,detail,320,0.2222222222222222,2.6766838570739904e-06,1.8076051418844972e-05,0.004860716405594303,0.004848881360846283
8192,661,2018-08-29 23:15:00+00:00,D_08,8,detail,640,0.4444444444444444,2.0667570065824414e-06,1.588362910845891e-05,0.003753121483406679,0.003743983250069356
8192,661,2018-08-29 23:15:00+00:00,D_09,9,detail,1280,0.8888888888888888,8.706259983081983e-07,1.0309102176431576e-05,0.0015810107951036213,0.001577161293930169
8192,661,2018-08-29 23:15:00+00:00,A_09,9,approximation,2560,1.7777777777777777,1.3440800735127669e-06,1.280907001303086e-05,,0.002434835477008969
8192,662,2018-08-30 23:15:00+00:00,D_01,1,detail,5,0.003472222222222222,0.000281003814779361,0.00018520859451928444,0.5086888202621815,0.5073317517273165
8192,662,2018-08-30 23:15:00+00:00,D_02,2,detail,10,0.006944444444444444,0.00014238271351768057,0.00013183589167484416,0.2577491505654705,0.25706153320847747
8192,662,2018-08-30 23:15:00+00:00,D_03,3,detail,20,0.013888888888888888,7.016493187062866e-05,9.254758322068086e-05,0.12701648354870634,0.12667763184533237
8192,662,2018-08-30 23:15:00+00:00,D_04,4,detail,40,0.027777777777777776,3.0151659246746667e-05,6.066813386485429e-05,0.05458221975818309,0.05443660654624197
8192,662,2018-08-30 23:15:00+00:00,D_05,5,detail,80,0.05555555555555555,1.609354341505422e-05,4.432317535903747e-05,0.02913343229902449,0.029055710786951062
8192,662,2018-08-30 23:15:00+00:00,D_06,6,detail,160,0.1111111111111111,6.224978501318461e-06,2.756601296817743e-05,0.011268804206375164,0.011238741545265088
8192,662,2018-08-30 23:15:00+00:00,D_07,7,detail,320,0.2222222222222222,4.110728134083705e-06,2.2400845250350258e-05,0.007441469955087538,0.007421617769769238
