event_id,scale_group,component_start,component_end,group_energy,group_rms_volatility,group_detail_energy_share
104,mid,D_04,D_06,6.446163663082497e-05,0.00011827540086339924,0.11485066212299015
104,coarse,D_07,D_09,6.977389070960392e-06,3.891259868705695e-05,0.012431545281404074
105,fine,D_01,D_03,0.0007057163484080716,0.0003913441570031443,0.8742182353486703
105,mid,D_04,D_06,8.999179597318306e-05,0.00013974787873966427,0.1114788813508431
105,coarse,D_07,D_09,1.1546062717967027e-05,5.005652776392944e-05,0.014302883300486624
106,fine,D_01,D_03,0.0007731001162033233,0.0004096015902285233,0.8672881724115715
106,mid,D_04,D_06,0.00010877912164565702,0.0001536443302508802,0.12203186059771069
106,coarse,D_07,D_09,9.520115671142027e-06,4.545324327775286e-05,0.010679966990717726
107,fine,D_01,D_03,0.0010139332785136254,0.0004690816601020581,0.8882913689285831
107,mid,D_04,D_06,0.0001155912229805608,0.00015838213542074183,0.10126769470280447
107,coarse,D_07,D_09,1.1917725662187034e-05,5.085579605769746e-05,0.010440936368612505
108,fine,D_01,D_03,0.0011389161900419262,0.0004971525233965078,0.8997482062816269
108,mid,D_04,D_06,0.00011283154409211299,0.00015648006957043307,0.0891373573371784
108,coarse,D_07,D_09,1.4068837758562385e-05,5.525516441141463e-05,0.011114436381194777
109,fine,D_01,D_03,0.0009716637807616847,0.0004591998864934245,0.8808597333580584
109,mid,D_04,D_06,0.00012292215186098058,0.00016332732228853188,0.11143481526828543
109,coarse,D_07,D_09,8.499773267713436e-06,4.2948444110355285e-05,0.007705451373656108
110,fine,D_01,D_03,0.0010557902192438913,0.0004786660018519902,0.8736853398506388
110,mid,D_04,D_06,0.00013416636976594076,0.0001706340108566034,0.11102507697924067
110,coarse,D_07,D_09,1.847643726068356e-05,6.332174589153799e-05,0.015289583170120585
111,fine,D_01,D_03,0.0009430476072144559,0.00045238747622913973,0.8693205070220252
111,mid,D_04,D_06,0.00011950857624730822,0.0001610435372407184,0.11016544159807694
111,coarse,D_07,D_09,2.225384873797397e-05,6.949384330552473e-05,0.020514051379897758
112,fine,D_01,D_03,0.0009227219812669803,0.00044748573778167263,0.8770502658679694
112,mid,D_04,D_06,0.00011940504382756698,0.00016097376467601336,0.11349488530786747
112,coarse,D_07,D_09,9.947202776316986e-06,4.6461609507795805e-05,0.00945484882416295
113,fine,D_01,D_03,0.000746316376232444,0.0004024438086834804,0.8775043088110597
113,mid,D_04,D_06,9.044115405580157e-05,0.0001400963474086623,0.10633895343212042
113,coarse,D_07,D_09,1.374128634279343e-05,5.460814946127894e-05,0.016156737756819993
114,fine,D_01,D_03,0.0005085399218241194,0.000332205096424338,0.8733172981490579
114,mid,D_04,D_06,6.829109968299508e-05,0.0001217379033773193,0.11727653248707563
114,coarse,D_07,D_09,5.477290605720496e-06,3.447677674786294e-05,0.009406169363866389
115,fine,D_01,D_03,0.0005100128992216717,0.0003326858618029807,0.879144613934541
115,mid,D_04,D_06,5.9296916560435916e-05,0.00011343832889239931,0.10221420849666613
115,coarse,D_07,D_09,1.0814194691152335e-05,4.8444096081241364e-05,0.01864117756879294
116,fine,D_01,D_03,0.00046425356923684194,0.0003174105740057097,0.8835733926976274
116,mid,D_04,D_06,5.562679629197698e-05,0.00010987168602397957,0.10586963758921049
116,coarse,D_07,D_09,5.546919939154365e-06,3.4695225425859503e-05,0.010556969713162088
117,fine,D_01,D_03,0.0004721276442922409,0.00032009101227589823,0.8913560537651152
117,mid,D_04,D_06,5.278132093026284e-05,0.00010702466872534036,0.09964879308737896
117,coarse,D_07,D_09,4.7644938828215274e-06,3.215526933643103e-05,0.008995153147505755
118,fine,D_01,D_03,0.00047786548478518525,0.0003220301961291941,0.8986622099396089
118,mid,D_04,D_06,4.892844400879112e-05,0.00010304441717837031,0.09201364195954126
118,coarse,D_07,D_09,4.958134995707575e-06,3.28021974424671e-05,0.009324148100849859
119,fine,D_01,D_03,0.0003491009974359507,0.0002752449183337736,0.8961755886751401
119,mid,D_04,D_06,3.694703148676009e-05,8.954339163691553e-05,0.09484655711566971
119,coarse,D_07,D_09,3.497281000363155e-06,2.7549202355531674e-05,0.00897785420919016
120,fine,D_01,D_03,0.0002879523290875787,0.0002499793086435527,0.8775604874437479
120,mid,D_04,D_06,3.5435742978531e-05,8.76929209767707e-05,0.10799359734198605
120,coarse,D_07,D_09,4.7401119253517276e-06,3.207288765747757e-05,0.014445915214266004
121,fine,D_01,D_03,0.00027100183055208093,0.00024251012585893147,0.8871260122589275
121,mid,D_04,D_06,3.083168957225832e-05,8.179795141133291e-05,0.10092770873806431
121,coarse,D_07,D_09,3.6493840033586725e-06,2.8141908510578444e-05,0.01194627900300816
122,fine,D_01,D_03,0.0002703407868347925,0.00024221417274036724,0.8830923343072853
122,mid,D_04,D_06,3.1597435913193104e-05,8.28075023560032e-05,0.10321584754341408
122,coarse,D_07,D_09,4.191472112125596e-06,3.0159702638151133e-05,0.013691818149300832
123,fine,D_01,D_03,0.00026155339799761743,0.00023824508400293654,0.8902986638820739
123,mid,D_04,D_06,2.8232622269277098e-05,7.8274332652453e-05,0.09610070477636713
123,coarse,D_07,D_09,3.995615726060243e-06,2.944663150884893e-05,0.013600631341558948
124,fine,D_01,D_03,0.00025780644341235703,0.00023653240552940917,0.8891177266615605
124,mid,D_04,D_06,2.752876119129674e-05,7.729245449859144e-05,0.09494064323700904
124,coarse,D_07,D_09,4.622396827107217e-06,3.167213777815129e-05,0.015941630101430536
125,fine,D_01,D_03,0.0002690054055363341,0.0002416152089326591,0.8956396912320178
125,mid,D_04,D_06,2.6632158097815372e-05,7.602333982607333e-05,0.08867040351108439
125,coarse,D_07,D_09,4.712463469157616e-06,3.197921236817315e-05,0.015689905256897937
126,fine,D_01,D_03,0.00026557059103901636,0.00024006771281431756,0.8938754673055075
126,mid,D_04,D_06,2.8292951071413115e-05,7.835791817136553e-05,0.09523032938799957
126,coarse,D_07,D_09,3.2366701143792646e-06,2.650287472278977e-05,0.010894203306492937
127,fine,D_01,D_03,0.0002439408341319541,0.00023008378707282866,0.9051061798924798
127,mid,D_04,D_06,2.2946550297155212e-05,7.056713198487056e-05,0.0851397616765312
127,coarse,D_07,D_09,2.6288773656478306e-06,2.3885202543231935e-05,0.009754058430989154
128,fine,D_01,D_03,0.00028707925467312816,0.00024960005103352695,0.882544945585019
128,mid,D_04,D_06,3.547280640197135e-05,8.773876946421392e-05,0.10905123057889186
128,coarse,D_07,D_09,2.733643759830848e-06,2.435649119142033e-05,0.00840382383608915
129,fine,D_01,D_03,0.00031081797696201955,0.00025971487812042064,0.8786292300164427
129,mid,D_04,D_06,3.8502059295076565e-05,9.140832356987606e-05,0.10883873269857325
129,coarse,D_07,D_09,4.433249365103036e-06,3.10173610279019e-05,0.012532037284984119
130,fine,D_01,D_03,0.00030997568032932764,0.00025936273411815826,0.8832742514863057
130,mid,D_04,D_06,3.775784524408725e-05,9.052058789294408e-05,0.10759080344714239
130,coarse,D_07,D_09,3.2058115664649594e-06,2.6376232389853207e-05,0.009134945066551957
131,fine,D_01,D_03,0.000317634972063698,0.0002625475205265833,0.8860069955808583
131,mid,D_04,D_06,3.8138505924995806e-05,9.097574120168118e-05,0.10638306868732297
131,coarse,D_07,D_09,2.728174535459587e-06,2.4332113872570194e-05,0.007609935731818645
132,fine,D_01,D_03,0.00027922569281946567,0.00024616225030748835,0.8762973099216029
132,mid,D_04,D_06,3.463920470745376e-05,8.670172156066365e-05,0.10870862776439091
132,coarse,D_07,D_09,4.777747678103852e-06,3.2199962791207946e-05,0.014994062314006086
133,fine,D_01,D_03,0.00023812061640613436,0.00022732241638455847,0.868480910058112
133,mid,D_04,D_06,3.151303308195102e-05,8.269683101424382e-05,0.11493531329947941
133,coarse,D_07,D_09,4.5469498185835165e-06,3.1412597197835085e-05,0.01658377664240856
134,fine,D_01,D_03,0.00027953758347202715,0.00024629969159515203,0.8749036899678829
134,mid,D_04,D_06,3.638153454833935e-05,8.885549108569818e-05,0.11386783282478122
134,coarse,D_07,D_09,3.5875736045010896e-06,2.7902567974792393e-05,0.011228477207335786
135,fine,D_01,D_03,0.0002611350809047226,0.0002380544883686264,0.869055390778968
135,mid,D_04,D_06,3.545662718043402e-05,8.771875826360897e-05,0.1179993621815942
135,coarse,D_07,D_09,3.889807449379248e-06,2.9054126068749004e-05,0.012945247039437847
136,fine,D_01,D_03,0.00026516199951212284,0.00023988296458831633,0.8796039242346126
136,mid,D_04,D_06,3.2807583914528315e-05,8.43783228699193e-05,0.10883037391847744
136,coarse,D_07,D_09,3.486551779718651e-06,2.7506911141188157e-05,0.011565701846909965
137,fine,D_01,D_03,0.00023013273030028907,0.00022347706540735578,0.8809942931206378
137,mid,D_04,D_06,2.850963328929318e-05,7.865739883129647e-05,0.10914059983582396
137,coarse,D_07,D_09,2.576956555067246e-06,2.364815771921477e-05,0.009865107043538216
138,fine,D_01,D_03,0.0002450478065700921,0.00023060524163051434,0.878318907258146
138,mid,D_04,D_06,3.02815115287031e-05,8.106484181368383e-05,0.10853728702283998
138,coarse,D_07,D_09,3.6670743790343628e-06,2.8210034949270348e-05,0.013143805719013971
139,fine,D_01,D_03,0.0002353228244230076,0.00022598301102594878,0.8800750606623556
139,mid,D_04,D_06,2.880411104477366e-05,7.906258377901476e-05,0.10772342137746307
139,coarse,D_07,D_09,3.2625577032906364e-06,2.6608651505018113e-05,0.012201517960181403
140,fine,D_01,D_03,0.00015618622712978031,0.00018410480857467278,0.8753666303624418
140,mid,D_04,D_06,2.0626359034565288e-05,6.690445715876844e-05,0.11560319201340528
140,coarse,D_07,D_09,1.6111984676000796e-06,1.869899583468887e-05,0.009030177624152943
141,fine,D_01,D_03,0.00011911703635783018,0.00016077951142148646,0.8777926614212529
141,mid,D_04,D_06,1.3841816753647611e-05,5.480754038448034e-05,0.10200258114708312
141,coarse,D_07,D_09,2.7417987542660557e-06,2.4392794227271047e-05,0.02020475743166414
142,fine,D_01,D_03,0.0001079191510608609,0.0001530357953463989,0.8769369353060591
142,mid,D_04,D_06,1.2223332740045404e-05,5.15037180512255e-05,0.09932520638747991
142,coarse,D_07,D_09,2.921269949180774e-06,2.517848589899652e-05,0.023737858306460986
143,fine,D_01,D_03,0.00021995712297603214,0.00021848054981128253,0.8856376223983583
143,mid,D_04,D_06,2.5708713611014168e-05,7.469369397115726e-05,0.10351382891955677
143,coarse,D_07,D_09,2.694347548283694e-06,2.4180794847797866e-05,0.010848548682084886
144,fine,D_01,D_03,0.00023003910071101453,0.00022343159991773776,0.8671130780345082
144,mid,D_04,D_06,3.163565125729881e-05,8.285756276212258e-05,0.11924793155839863
144,coarse,D_07,D_09,3.618329797268974e-06,2.8021916790039276e-05,0.013638990407093219
145,fine,D_01,D_03,0.00024041937433864753,0.0002284170383081425,0.8887099956796944
145,mid,D_04,D_06,2.7624431967939678e-05,7.742664534712279e-05,0.1021136873116604
145,coarse,D_07,D_09,2.4824345452132003e-06,2.3210402292266217e-05,0.009176317008645112
146,fine,D_01,D_03,0.00024052076973643617,0.0002284651999737662,0.8895683300538496
146,mid,D_04,D_06,2.741536198597594e-05,7.71330948417944e-05,0.10139597427037474
146,coarse,D_07,D_09,2.4430641307904745e-06,2.302561286541129e-05,0.00903569567577563
147,fine,D_01,D_03,0.00015683037158380596,0.0001844840611903674,0.8845805573160023
147,mid,D_04,D_06,1.8595757478008412e-05,6.352588171082116e-05,0.10488686182076508
147,coarse,D_07,D_09,1.8673579888859892e-06,2.013063881539488e-05,0.010532580863232633
148,fine,D_01,D_03,0.00018665431232837865,0.00020126246097139608,0.8771500036051951
148,mid,D_04,D_06,2.2865594762969915e-05,7.044254141688467e-05,0.10745295020823703
148,coarse,D_07,D_09,3.276435109194444e-06,2.6665181880841872e-05,0.015397046186567783
149,fine,D_01,D_03,0.00018463695859030838,0.00020017188717774424,0.8739636997618491
149,mid,D_04,D_06,2.2345708728710925e-05,6.96371248056376e-05,0.10577155529125978
149,coarse,D_07,D_09,4.281208561204417e-06,3.0480841835674015e-05,0.020264744946891216
150,fine,D_01,D_03,0.0001805855628443818,0.00019796357056299055,0.8748452148735611
150,mid,D_04,D_06,2.252156627562069e-05,6.991060492758803e-05,0.1091055352230086
150,coarse,D_07,D_09,3.312886414381296e-06,2.6813100608323016e-05,0.01604924990343033
151,fine,D_01,D_03,0.00010712182234020481,0.00015246941742825837,0.8894248772225626
151,mid,D_04,D_06,1.2291571430344825e-05,5.164728179347576e-05,0.10205604396447669
151,coarse,D_07,D_09,1.0260329685784381e-06,1.4921910220860398e-05,0.008519078812960698
152,fine,D_01,D_03,0.00016885904932245057,0.00019142820839036678,0.8712719897191412
152,mid,D_04,D_06,2.199437737180198e-05,6.908751961928092e-05,0.11348568532308885
152,coarse,D_07,D_09,2.9540769497968055e-06,2.5319473275572533e-05,0.015242324957770063
153,fine,D_01,D_03,0.00016742645175749733,0.00019061444173714236,0.8564389595675727
153,mid,D_04,D_06,2.523139380824841e-05,7.399704651143193e-05,0.12906651508612832
153,coarse,D_07,D_09,2.833555061373276e-06,2.4797596723259472e-05,0.014494525346299037
154,fine,D_01,D_03,0.00016220637903978358,0.0001876193943013584,0.8464595127202267
154,mid,D_04,D_06,2.6899606106359707e-05,7.640411069255648e-05,0.1403731937790851
154,coarse,D_07,D_09,2.5232382274693017e-06,2.340037906394296e-05,0.013167293500688227
155,fine,D_01,D_03,0.00019163319935162448,0.00020392907058954527,0.8775707384513115
155,mid,D_04,D_06,2.4577525278224626e-05,7.303194054584951e-05,0.11255104585579484
155,coarse,D_07,D_09,2.1570843171631803e-06,2.1636017570912055e-05,0.009878215692893655
156,fine,D_01,D_03,0.00018862704808056077,0.00020232322964403745,0.8671725952115187
156,mid,D_04,D_06,2.702623982122182e-05,7.658374113117677e-05,0.12424736941527258
156,coarse,D_07,D_09,1.8663259814851404e-06,2.0125075383124972e-05,0.008580035373208722
157,fine,D_01,D_03,0.00019279828905186124,0.00020454805420308574,0.8794090996163246
157,mid,D_04,D_06,2.3818284083593744e-05,7.18950516770174e-05,0.10864212469605836
157,coarse,D_07,D_09,2.6196039020315954e-06,2.3843037351151057e-05,0.011948775687616904
158,fine,D_01,D_03,0.0002109583614868626,0.00021396470367771424,0.868158162537789
158,mid,D_04,D_06,2.8138108155611017e-05,7.814320365089537e-05,0.11579691888717152
158,coarse,D_07,D_09,3.898839956634194e-06,2.908783974695566e-05,0.01604491857503948
159,fine,D_01,D_03,0.00018250300435872162,0.00019901177530435736,0.8785260996248985
159,mid,D_04,D_06,2.340194351799809e-05,7.1263923344136e-05,0.11265139571126483
159,coarse,D_07,D_09,1.8327669579839532e-06,1.994331679984943e-05,0.008822504663836708
160,fine,D_01,D_03,0.00029213753363045914,0.00025178940061796587,0.8603332457913758
160,mid,D_04,D_06,4.1575706359303074e-05,9.498687130511705e-05,0.12243877722132922
160,coarse,D_07,D_09,5.849987468380485e-06,3.563044387128113e-05,0.017227976987294957
161,fine,D_01,D_03,0.00033720708445157937,0.00027051547230744715,0.8840992349635003
161,mid,D_04,D_06,3.843566200781645e-05,9.132947215622768e-05,0.10077172438915835
161,coarse,D_07,D_09,5.77041522657812e-06,3.538728936812449e-05,0.015129040647341462
162,fine,D_01,D_03,0.00035869783946879986,0.0002790025323884474,0.8702940865365624
162,mid,D_04,D_06,4.721748885676592e-05,0.0001012267300685671,0.11456188694641901
162,coarse,D_07,D_09,6.241717227024471e-06,3.6804066742431496e-05,0.015144026517018601
163,fine,D_01,D_03,0.0004552532091481699,0.0003143187384588947,0.8663955027489656
163,mid,D_04,D_06,6.0079025927348815e-05,0.0001141839877441244,0.11433680603897124
163,coarse,D_07,D_09,1.012433493633835e-05,4.6873460475501774e-05,0.01926769121206324
164,fine,D_01,D_03,0.000483461282882404,0.0003239101929941719,0.892070705749079
164,mid,D_04,D_06,5.3114700796459085e-05,0.00010736213381359999,0.09800592167930339
164,coarse,D_07,D_09,5.378011409942846e-06,3.4162891718361805e-05,0.00992337257161762
165,fine,D_01,D_03,0.00032416012294909187,0.00026523055801299137,0.873992954762424
165,mid,D_04,D_06,4.040765591055534e-05,9.364305927314481e-05,0.10894617839787726
165,coarse,D_07,D_09,6.327800083786909e-06,3.705698995188403e-05,0.017060866839698763
166,fine,D_01,D_03,0.0005605882980363744,0.00034879140846998666,0.8866943136423134
166,mid,D_04,D_06,6.423197415149889e-05,0.00011806451838561559,0.10159706585680209
166,coarse,D_07,D_09,7.402455996342837e-06,4.008036630440438e-05,0.011708620500884493
167,fine,D_01,D_03,0.0005627640149826145,0.0003494676056776967,0.9011699795199296
167,mid,D_04,D_06,5.66273473498026e-05,0.00011085540521707805,0.0906789774983499
167,coarse,D_07,D_09,5.090175859089954e-06,3.3236107749094984e-05,0.008151042981720577
168,fine,D_01,D_03,0.0005718180982123182,0.0003522676102483789,0.8927847841199802
168,mid,D_04,D_06,6.314849548322866e-05,0.00011706451461607778,0.09859431886425266
168,coarse,D_07,D_09,5.5215826077270955e-06,3.461589395818212e-05,0.008620897015767239
169,fine,D_01,D_03,0.00045166424190257263,0.000313077328478651,0.8915335676734031
169,mid,D_04,D_06,5.1294666387035736e-05,0.00010550665870886442,0.10124980612593072
169,coarse,D_07,D_09,3.6560507873240476e-06,2.8167601945009015e-05,0.007216626200666244
170,fine,D_01,D_03,0.00040302472615383296,0.0002957396881397943,0.8854946644765047
170,mid,D_04,D_06,4.801671213095772e-05,0.00010207983851474993,0.10549859509472916
170,coarse,D_07,D_09,4.09933480173828e-06,2.9826374020031105e-05,0.00900674042876606
171,fine,D_01,D_03,0.0004616693513456018,0.00031652592518831665,0.888691307662758
171,mid,D_04,D_06,5.1599965055382306e-05,0.00010582017332814799,0.09932745218361391
171,coarse,D_07,D_09,6.224176294228429e-06,3.675231561059173e-05,0.011981240153628182
172,fine,D_01,D_03,0.0011824850768539469,0.000506572487489354,0.8760595514108994
172,mid,D_04,D_06,0.00014867909695271943,0.00017962580278511713,0.11015085562611703
172,coarse,D_07,D_09,1.8612876109115564e-05,6.355511488343215e-05,0.013789592962983701
173,fine,D_01,D_03,0.0011963279860128925,0.0005095289870373128,0.8872514572860912
173,mid,D_04,D_06,0.00013230418999044864,0.0001694457045372401,0.09812282814289726
173,coarse,D_07,D_09,1.9720623181907666e-05,6.541902726285493e-05,0.014625714571011372
174,fine,D_01,D_03,0.0013141441655029474,0.0005340295271953024,0.8827002649353732
174,mid,D_04,D_06,0.00015614044385883928,0.0001840778230386375,0.10487830390250671
174,coarse,D_07,D_09,1.849274542824753e-05,6.33496850948465e-05,0.012421431162120009
175,fine,D_01,D_03,0.0004401659382214941,0.00030906653330613595,0.8835412487032621
175,mid,D_04,D_06,5.123808055658791e-05,0.0001054484476926394,0.1028497522071901
175,coarse,D_07,D_09,6.779782903512278e-06,3.835762054290649e-05,0.0136089990895478
176,fine,D_01,D_03,0.00036856467005154007,0.0002828138121714265,0.8952862115212241
176,mid,D_04,D_06,3.745464119839737e-05,9.015640489395197e-05,0.09098165545197465
176,coarse,D_07,D_09,5.653140876063725e-06,3.502584882556494e-05,0.013732133026801268
177,fine,D_01,D_03,0.00036065249827523443,0.0002797616864193557,0.8768920846674539
177,mid,D_04,D_06,4.511158722092386e-05,9.894362524570741e-05,0.10968451334731819
177,coarse,D_07,D_09,5.520842924658265e-06,3.4613575270763306e-05,0.013423401985227805
178,fine,D_01,D_03,0.00035869529488467876,0.00027900154277184724,0.8833991039337936
178,mid,D_04,D_06,4.281646832067592e-05,9.639381877878786e-05,0.10544891524226786
178,coarse,D_07,D_09,4.5281493182164985e-06,3.134758831259166e-05,0.011151980823938416
179,fine,D_01,D_03,0.0003570880439662391,0.00027837576240908636,0.8914614834816913
179,mid,D_04,D_06,3.855983979732558e-05,9.147688664001509e-05,0.09626368781977526
179,coarse,D_07,D_09,4.9168636572619704e-06,3.266538999306246e-05,0.012274828698533462
180,fine,D_01,D_03,0.00030504905232802353,0.0002572933756387338,0.8799244021438101
180,mid,D_04,D_06,3.799181005594941e-05,9.080060818171637e-05,0.10958867268958047
180,coarse,D_07,D_09,3.635569801354679e-06,2.8088594498817206e-05,0.010486925166609427
181,fine,D_01,D_03,0.0002668318521592918,0.00024063710835304055,0.8699004537709839
181,mid,D_04,D_06,3.549327044511865e-05,8.776407379264174e-05,0.11571186804037555
181,coarse,D_07,D_09,4.413253036832539e-06,3.0947329516029785e-05,0.014387678188640538
182,fine,D_01,D_03,0.00027166507711845836,0.00024280670266855597,0.8376376413556871
182,mid,D_04,D_06,4.774166130796225e-05,0.00010178705017072205,0.147204097768393
182,coarse,D_07,D_09,4.916171273265262e-06,3.2663089971022876e-05,0.015158260875919934
183,fine,D_01,D_03,0.0003690468058400282,0.00028299873236000057,0.8566242195274976
183,mid,D_04,D_06,5.6197828782761506e-05,0.00011043418570016718,0.13044529977869684
183,coarse,D_07,D_09,5.570648703648879e-06,3.4769356318642e-05,0.01293048069380554
184,fine,D_01,D_03,0.0003925562042972965,0.00029187351456070394,0.8698094351129927
184,mid,D_04,D_06,5.3207987632269276e-05,0.0001074563740130415,0.11789600867159691
184,coarse,D_07,D_09,5.5486916175084556e-06,3.4700765786372624e-05,0.012294556215410365
185,fine,D_01,D_03,0.00038256904249681534,0.00028813676558317317,0.856346877876699
185,mid,D_04,D_06,5.75478988829982e-05,0.00011175282248777426,0.12881586867350805
185,coarse,D_07,D_09,6.628474969914168e-06,3.792718194941109e-05,0.014837253449792911
186,fine,D_01,D_03,0.00037282709735469635,0.00028444447310520737,0.8497665828266356
186,mid,D_04,D_06,5.811449148040719e-05,0.00011230161083868461,0.1324575203583742
186,coarse,D_07,D_09,7.799007570248767e-06,4.113991932774747e-05,0.01777589681499012
187,fine,D_01,D_03,0.00024182670933698308,0.00022908460146946078,0.8610160390980579
187,mid,D_04,D_06,3.385775947156864e-05,8.571816640590092e-05,0.1205494382025505
187,coarse,D_07,D_09,5.1775573974924e-06,3.352017102843093e-05,0.01843452269939146
188,fine,D_01,D_03,0.00022647967152787435,0.00022169626580649068,0.8476784725041957
188,mid,D_04,D_06,3.52973675128337e-05,8.752153444438899e-05,0.13211260143061246
188,coarse,D_07,D_09,5.399347849019568e-06,3.423059266474353e-05,0.020208926065191733
189,fine,D_01,D_03,0.00020817646337668727,0.00021254925051034703,0.8651346911400623
189,mid,D_04,D_06,2.944196283473349e-05,7.993318992313299e-05,0.12235419417945959
189,coarse,D_07,D_09,3.0105365485343065e-06,2.5560286462392455e-05,0.01251111468047816
190,fine,D_01,D_03,0.0002547692916401892,0.00023513501387140316,0.896932462857202
190,mid,D_04,D_06,2.5903001639026093e-05,7.497540343059392e-05,0.09119326315158159
190,coarse,D_07,D_09,3.3728296151160017e-06,2.705459057786567e-05,0.011874273991216319
191,fine,D_01,D_03,0.00023883226899690043,0.00022766185338605712,0.8880252718775279
191,mid,D_04,D_06,2.7095142599791984e-05,7.668130323344705e-05,0.1007450604342453
191,coarse,D_07,D_09,3.0201922163655096e-06,2.5601243291399574e-05,0.011229667688226763
192,fine,D_01,D_03,0.0002471690631768895,0.00023160120814244526,0.9025829331779243
192,mid,D_04,D_06,2.3822559565018446e-05,7.190150411842474e-05,0.08699242296602516
192,coarse,D_07,D_09,2.854750916661525e-06,2.4890170715240945e-05,0.010424643856050533
193,fine,D_01,D_03,0.00022240649824258415,0.00021969364828729806,0.8830672845260131
193,mid,D_04,D_06,2.6755764637034225e-05,7.619955730894115e-05,0.10623403816947942
193,coarse,D_07,D_09,2.694534603215508e-06,2.4181634208412726e-05,0.010698677304507387
194,fine,D_01,D_03,0.00021599754684118803,0.00021650512148784415,0.886918308913294
194,mid,D_04,D_06,2.425127157209261e-05,7.25455908678148e-05,0.09957935673932358
194,coarse,D_07,D_09,3.2883198670659285e-06,2.6713500000235297e-05,0.013502334347382352
195,fine,D_01,D_03,0.0001930417569262423,0.0002046771662606932,0.8953538696168208
195,mid,D_04,D_06,1.9952931508211567e-05,6.580321619290835e-05,0.09254440448810501
195,coarse,D_07,D_09,2.6091789044534e-06,2.3795547080541833e-05,0.012101725895074215
196,fine,D_01,D_03,0.00016333891893960552,0.00018827324293693669,0.8881167600533789
196,mid,D_04,D_06,1.897885741901849e-05,6.417690904966476e-05,0.10319305080454233
196,coarse,D_07,D_09,1.5982651872964385e-06,1.862379509581569e-05,0.00869018914207862
197,fine,D_01,D_03,0.00016098134600323337,0.0001869095715439139,0.884386547036488
197,mid,D_04,D_06,1.881683000153616e-05,6.39023744096765e-05,0.10337440780807554
197,coarse,D_07,D_09,2.227824438893494e-06,2.19879249872739e-05,0.012239045155436489
198,fine,D_01,D_03,0.00013210029713040506,0.00016931508852918847,0.8979648449603128
198,mid,D_04,D_06,1.352340129065988e-05,5.417347972108788e-05,0.09192665881224925
198,coarse,D_07,D_09,1.4870686337894796e-06,1.79642574926809e-05,0.010108496227437817
