event_id,component,component_type,k,scale_minutes,scale_days,energy,rms_volatility,detail_energy_share,total_component_energy_share
44,D_03,detail,3,20,0.013888888888888888,4.806422840433866e-05,0.00010213033399763916,0.1217038426601406,0.12150482070336772
44,D_04,detail,4,40,0.027777777777777776,2.1305731521788748e-05,6.799735033930338e-05,0.05394842449302509,0.05386020278389304
44,D_05,detail,5,80,0.05555555555555555,1.0181541848380258e-05,4.7005701690347796e-05,0.02578076894793247,0.02573860972788668
44,D_06,detail,6,160,0.1111111111111111,4.201345350391937e-06,3.019520314642387e-05,0.010638262393053578,0.010620865672031044
44,D_07,detail,7,320,0.2222222222222222,3.0265163639554056e-06,2.5628033204438893e-05,0.007663467896926029,0.007650935849102597
44,D_08,detail,8,640,0.4444444444444444,1.7949683146557793e-06,1.9736591762403797e-05,0.004545054577992253,0.004537622062831022
44,D_09,detail,9,1280,0.8888888888888888,6.434182401068336e-07,1.18165432537451e-05,0.0016292048131903035,0.001626540579072319
44,A_09,approximation,9,2560,1.7777777777777777,6.468821493082893e-07,1.1848308354959148e-05,,0.0016352972299211578
45,D_01,detail,1,5,0.003472222222222222,0.00019802464808631667,0.00020730195121383986,0.47100178568051654,0.4700531256819187
45,D_02,detail,2,10,0.006944444444444444,0.0001238514670532623,0.00016394355281566442,0.29458081458531854,0.29398748979622524
45,D_03,detail,3,20,0.013888888888888888,5.1353655341559415e-05,0.00010556730769670821,0.12214471077637344,0.12189869514612178
45,D_04,detail,4,40,0.027777777777777776,2.5833721383108588e-05,7.487507156470997e-05,0.06144552720989215,0.0613217677772765
45,D_05,detail,5,80,0.05555555555555555,1.1917123854012693e-05,5.085451201152006e-05,0.02834488872803966,0.02828779836677458
45,D_06,detail,6,160,0.1111111111111111,5.923452570401031e-06,3.5853472327678567e-05,0.014088936730929683,0.014060559745733973
45,D_07,detail,7,320,0.2222222222222222,1.7317116385135588e-06,1.9385702904666037e-05,0.004118877533205318,0.0041105815681502615
45,D_08,detail,8,640,0.4444444444444444,1.2947416001164463e-06,1.6762365875600395e-05,0.003079543943357392,0.003073341333851854
45,D_09,detail,9,1280,0.8888888888888888,5.023815034379679e-07,1.0441444524917044e-05,0.0011949148123672178,0.0011925080956228492
45,A_09,approximation,9,2560,1.7777777777777777,8.485165939935257e-07,1.3569815247426526e-05,,0.002014132488324277
46,D_01,detail,1,5,0.003472222222222222,0.0002457877486643994,0.00023095314498596054,0.5288679611570231,0.5276863076324801
46,D_02,detail,2,10,0.006944444444444444,0.00011092933310646275,0.0001551554252009399,0.238689562646296,0.23815625682388325
46,D_03,detail,3,20,0.013888888888888888,5.965446615308346e-05,0.00011377982109966264,0.12836008328213955,0.12807328741632623
46,D_04,detail,4,40,0.027777777777777776,2.5793970764242072e-05,7.481744385792979e-05,0.0555015650794496,0.05537755752971961
46,D_05,detail,5,80,0.05555555555555555,1.0400263987960956e-05,4.750791232519559e-05,0.0223785214710517,0.022328520978088434
46,D_06,detail,6,160,0.1111111111111111,6.7657628995086525e-06,3.831793989925003e-05,0.014558069919183266,0.014525542717889185
46,D_07,detail,7,320,0.2222222222222222,3.1987233127214474e-06,2.6347056487836185e-05,0.006882777054174066,0.006867398815441444
46,D_08,detail,8,640,0.4444444444444444,1.6359845168758664e-06,1.8842275928593176e-05,0.003520190898961262,0.0035123257108834642
46,D_09,detail,9,1280,0.8888888888888888,5.768709970647987e-07,1.1188789856827359e-05,0.0012412684917214878,0.0012384951165203546
46,A_09,approximation,9,2560,1.7777777777777777,1.0407041892388263e-06,1.502821557237172e-05,,0.0022343072587679095
47,D_01,detail,1,5,0.003472222222222222,0.00023731409246422464,0.00022693711484417605,0.5160404312195945,0.5154527935130997
47,D_02,detail,2,10,0.006944444444444444,0.00012342278372864897,0.00016365958045420496,0.26838333061596953,0.26807771083247334
47,D_03,detail,3,20,0.013888888888888888,4.640719782478659e-05,0.000100354404349749,0.10091263493256764,0.10079772132161668
47,D_04,detail,4,40,0.027777777777777776,2.933591030621454e-05,7.978909687198654e-05,0.06379105280871782,0.0637184111595377
47,D_05,detail,5,80,0.05555555555555555,1.20334912207811e-05,5.110219884439426e-05,0.026166874179986647,0.02613707682109962
47,D_06,detail,6,160,0.1111111111111111,6.2664547803434235e-06,3.687692668090298e-05,0.013626430666160292,0.01361091365629064
47,D_07,detail,7,320,0.2222222222222222,2.8637682044798152e-06,2.4929449952426055e-05,0.006227275269695628,0.006220184000221746
47,D_08,detail,8,640,0.4444444444444444,1.376810691916004e-06,1.7285457544320134e-05,0.0029938802866129413,0.0029904710247824536
47,D_09,detail,9,1280,0.8888888888888888,8.544891452321668e-07,1.3617489211311132e-05,0.0018580900206950158,0.0018559741326905786
47,A_09,approximation,9,2560,1.7777777777777777,5.242766994677932e-07,1.0666551711089065e-05,,0.0011387435381876479
48,D_01,detail,1,5,0.003472222222222222,0.0001939939872419054,0.00020518135780920105,0.49393539205148357,0.4934463904550881
48,D_02,detail,2,10,0.006944444444444444,9.66328515229134e-05,0.00014481253710715112,0.24604054012511475,0.24579695722169195
48,D_03,detail,3,20,0.013888888888888888,4.59831969350354e-05,9.98949067291004e-05,0.11707954833448066,0.1169636382641311
48,D_04,detail,4,40,0.027777777777777776,3.371173200384443e-05,8.553311676382601e-05,0.08583470962576568,0.08574973229733653
48,D_05,detail,5,80,0.05555555555555555,1.156984272894708e-05,5.010804889877115e-05,0.029458412013411185,0.029429247854021828
48,D_06,detail,6,160,0.1111111111111111,5.787065710322362e-06,3.543830745186056e-05,0.014734665806375625,0.014720078321417834
48,D_07,detail,7,320,0.2222222222222222,3.1882355484439207e-06,2.6303828524791115e-05,0.00811768652195087,0.008109649920945655
48,D_08,detail,8,640,0.4444444444444444,9.792748380615762e-07,1.4577936784702408e-05,0.002493368521061111,0.0024909000581673363
48,D_09,detail,9,1280,0.8888888888888888,9.055586657465219e-07,1.4018516600221516e-05,0.0023056770003565675,0.0023033943541803867
48,A_09,approximation,9,2560,1.7777777777777777,3.8921397359995814e-07,9.190475396889122e-06,,0.000990011253019364
49,D_01,detail,1,5,0.003472222222222222,0.00018097237050160309,0.0001981754725085668,0.5132412840981843,0.5123185959132577
49,D_02,detail,2,10,0.006944444444444444,8.367916694320328e-05,0.0001347573427955861,0.2373158011643305,0.23688916267554352
49,D_03,detail,3,20,0.013888888888888888,3.8644044852502346e-05,9.157671350205893e-05,0.10959528876078044,0.1093982619798174
49,D_04,detail,4,40,0.027777777777777776,2.5718401676328622e-05,7.470776642215048e-05,0.07293790463553039,0.07280677928586417
49,D_05,detail,5,80,0.05555555555555555,1.3456075287871953e-05,5.403846063132043e-05,0.03816170026688173,0.038093094425839864
49,D_06,detail,6,160,0.1111111111111111,5.613900729817314e-06,3.490407467923805e-05,0.01592113542738641,0.015892512937332286
49,D_07,detail,7,320,0.2222222222222222,1.9290560108251344e-06,2.0460497227429468e-05,0.005470841661348756,0.005461006363373067
49,D_08,detail,8,640,0.4444444444444444,1.672861851158697e-06,1.9053457846118496e-05,0.004744269869637089,0.0047357407783686235
49,D_09,detail,9,1280,0.8888888888888888,9.209293321042337e-07,1.4136988920975599e-05,0.002611774115920492,0.002607078754901958
49,A_09,approximation,9,2560,1.7777777777777777,6.350465072123945e-07,1.1739417027922109e-05,,0.0017977668857014303
50,D_01,detail,1,5,0.003472222222222222,0.00014132720517872062,0.0001751284283080051,0.5023986967764432,0.5015502686838714
50,D_02,detail,2,10,0.006944444444444444,7.290291870207835e-05,0.0001257813416166664,0.2591598079138829,0.25872215060523446
50,D_03,detail,3,20,0.013888888888888888,3.468556776265809e-05,8.675972538276911e-05,0.12330240323420924,0.12309417573788661
50,D_04,detail,4,40,0.027777777777777776,1.659718283307192e-05,6.001515801199597e-05,0.05900069285988531,0.05890105517048701
50,D_05,detail,5,80,0.05555555555555555,9.444263328461146e-06,4.527180483038063e-05,0.03357305185673372,0.03351635521215365
50,D_06,detail,6,160,0.1111111111111111,2.8196170324295618e-06,2.4736532848903613e-05,0.010023349154254447,0.010006422177614797
50,D_07,detail,7,320,0.2222222222222222,1.2712448469282688e-06,1.6609569168460206e-05,0.004519099868796492,0.0045114682182639055
50,D_08,detail,8,640,0.4444444444444444,1.3891307221665943e-06,1.7362622503308745e-05,0.0049381678749400295,0.004929828521399073
50,D_09,detail,9,1280,0.8888888888888888,8.67749732552075e-07,1.3722745499477102e-05,0.003084730460854756,0.0030795211082075584
50,A_09,approximation,9,2560,1.7777777777777777,4.7585850868708233e-07,1.0162081751838589e-05,,0.0016887545648815259
51,D_01,detail,1,5,0.003472222222222222,0.00014284453358666367,0.00017606603232924115,0.5292098963125587,0.5285584098979168
51,D_02,detail,2,10,0.006944444444444444,6.198240678002929e-05,0.00011597863224761356,0.22963218991758874,0.22934950009425364
51,D_03,detail,3,20,0.013888888888888888,3.154131272886731e-05,8.273392856592819e-05,0.11685413798966868,0.11671028413522375
51,D_04,detail,4,40,0.027777777777777776,1.9514537699070683e-05,6.50763068708125e-05,0.07229738662730946,0.07220838457816034
51,D_05,detail,5,80,0.05555555555555555,6.800217603522258e-06,3.84153832133827e-05,0.025193420864645804,0.025162406381458623
51,D_06,detail,6,160,0.1111111111111111,3.8055181940097565e-06,2.873761128763973e-05,0.014098669639644394,0.014081313403869603
51,D_07,detail,7,320,0.2222222222222222,1.1752297847527608e-06,1.5970008952009027e-05,0.004353986931919286,0.0043486269351478
51,D_08,detail,8,640,0.4444444444444444,1.4197770994771586e-06,1.7553100857481708e-05,0.005259984913216178,0.005253509583226963
51,D_09,detail,9,1280,0.8888888888888888,8.36841372942349e-07,1.3476134487505538e-05,0.0031003268034488283,0.0030965101310708723
51,A_09,approximation,9,2560,1.7777777777777777,3.326963566493138e-07,8.497042436967838e-06,,0.0012310548596716428
52,D_01,detail,1,5,0.003472222222222222,0.00013912747377746313,0.00017376016268332101,0.5302001776954832,0.5282633891197219
52,D_02,detail,2,10,0.006944444444444444,6.665024502817194e-05,0.0001202664910478431,0.2539970776290237,0.25306924195690667
52,D_03,detail,3,20,0.013888888888888888,3.091102882527177e-05,8.190312921328934e-05,0.11779868153233232,0.11736837020798833
52,D_04,detail,4,40,0.027777777777777776,1.4695546180531138e-05,5.647245015034605e-05,0.05600318172033053,0.05579860554867841
52,D_05,detail,5,80,0.05555555555555555,6.4768958427276036e-06,3.749101698752109e-05,0.024682769215102245,0.024592604580224626
52,D_06,detail,6,160,0.1111111111111111,2.156241679811493e-06,2.1631791241600926e-05,0.008217210380884892,0.008187193417745615
52,D_07,detail,7,320,0.2222222222222222,1.4092461912653332e-06,1.7487881414520883e-05,0.005370489097075782,0.00535087103135827
52,D_08,detail,8,640,0.4444444444444444,3.5528463766054295e-07,8.780757420700917e-06,0.0013539524071385035,0.0013490065024319676
52,D_09,detail,9,1280,0.8888888888888888,6.235963983581028e-07,1.1633102746249455e-05,0.002376460322628868,0.002367779259518661
52,A_09,approximation,9,2560,1.7777777777777777,9.620657015141042e-07,1.444927746471057e-05,,0.003652938375425381
53,D_01,detail,1,5,0.003472222222222222,0.00022620652972643433,0.00022156253904483393,0.5231685215500801,0.5218571412375906
53,D_02,detail,2,10,0.006944444444444444,0.00010056945841988714,0.0001477327630390399,0.23259618074798696,0.23201315245093002
53,D_03,detail,3,20,0.013888888888888888,5.853475149437331e-05,0.00011270693881451422,0.1353786711446729,0.13503932939004265
53,D_04,detail,4,40,0.027777777777777776,2.5111017276189726e-05,7.382031910701827e-05,0.058076545353887205,0.057930970008549465
53,D_05,detail,5,80,0.05555555555555555,1.2037301745010943e-05,5.1110289212778214e-05,0.027839768219801518,0.02776998473237084
53,D_06,detail,6,160,0.1111111111111111,5.428208067499044e-06,3.4321954233784646e-05,0.012554313055304467,0.012522844267907288
53,D_07,detail,7,320,0.2222222222222222,2.8867669527277377e-06,2.502935322231427e-05,0.006676489845561306,0.006659754478314699
53,D_08,detail,8,640,0.4444444444444444,1.087191627212341e-06,1.536019801268165e-05,0.002514447469479209,0.002508144726151888
53,D_09,detail,9,1280,0.8888888888888888,5.167187156879679e-07,1.0589387987656229e-05,0.0011950626132263221,0.0011920670553541974
53,A_09,approximation,9,2560,1.7777777777777777,1.0865270943776248e-06,1.535550292676971e-05,,0.0025066116527883435
54,D_01,detail,1,5,0.003472222222222222,0.0002733925119457778,0.0002435774460217022,0.5171513088562186,0.5159923598911733
54,D_02,detail,2,10,0.006944444444444444,0.000128122549561362,0.00016674643244960467,0.24235756761617255,0.24181443827017732
54,D_03,detail,3,20,0.013888888888888888,6.273221658892209e-05,0.00011667802826831644,0.11866472744815744,0.1183987968380859
54,D_04,detail,4,40,0.027777777777777776,3.4399296930968224e-05,8.640095602499451e-05,0.06506996590715754,0.06492414249270961
54,D_05,detail,5,80,0.05555555555555555,1.3616164257891495e-05,5.4358962070250434e-05,0.02575643757560712,0.025698716757424286
54,D_06,detail,6,160,0.1111111111111111,9.340947007075613e-06,4.502349648695119e-05,0.01766940482855582,0.01762980725220179
54,D_07,detail,7,320,0.2222222222222222,4.507708573665732e-06,3.1276754427993117e-05,0.00852681506242561,0.008507706257473368
54,D_08,detail,8,640,0.4444444444444444,1.6467613838631565e-06,1.890423476325323e-05,0.0031150260809177277,0.003108045229877143
54,D_09,detail,9,1280,0.8888888888888888,8.927574461945275e-07,1.3919079180505705e-05,0.0016887466247875972,0.001684962101535882
54,A_09,approximation,9,2560,1.7777777777777777,1.1873808159235245e-06,1.6052355853756355e-05,,0.0022410249093413343
55,D_01,detail,1,5,0.003472222222222222,0.00027758553752302707,0.000245438214215278,0.503676000257464,0.5022604479315811
55,D_02,detail,2,10,0.006944444444444444,0.0001487333463549473,0.00017965857034927434,0.2698750722585952,0.2691166039455562
55,D_03,detail,3,20,0.013888888888888888,5.608157682629674e-05,0.00011031990338146443,0.10175942362147597,0.10147343463507547
55,D_04,detail,4,40,0.027777777777777776,3.611061864546131e-05,8.852404070327552e-05,0.06552233278601471,0.06533818605175477
55,D_05,detail,5,80,0.05555555555555555,1.7245526273906427e-05,6.117612869932146e-05,0.03129182367887461,0.03120387981463032
55,D_06,detail,6,160,0.1111111111111111,6.478802395051675e-06,3.749653454777937e-05,0.011755717916418489,0.01172267914976988
55,D_07,detail,7,320,0.2222222222222222,5.423370377889684e-06,3.430665673875324e-05,0.00984064776654182,0.009812991194009075
55,D_08,detail,8,640,0.4444444444444444,2.596651978333298e-06,2.373835596474903e-05,0.0047115973482554085,0.004698355675867728
55,D_09,detail,9,1280,0.8888888888888888,8.63815690282615e-07,1.369160334772631e-05,0.001567384366359849,0.0015629793230696799
55,A_09,approximation,9,2560,1.7777777777777777,1.5532541609024426e-06,1.8359676628151354e-05,,0.0028104422786858507
56,D_01,detail,1,5,0.003472222222222222,0.0002994962023520649,0.000254940847217301,0.5157100557321029,0.5145236523461335
56,D_02,detail,2,10,0.006944444444444444,0.0001462205497948865,0.0001781344720890927,0.2517808482768555,0.2512016203800989
56,D_03,detail,3,20,0.013888888888888888,6.553228007945492e-05,0.00011925357415104327,0.11284168395664623,0.1125820889488766
56,D_04,detail,4,40,0.027777777777777776,3.884616526804643e-05,9.181588856640904e-05,0.06689019058683428,0.06673630809468915
56,D_05,detail,5,80,0.05555555555555555,1.4102723236272642e-05,5.5321666762916886e-05,0.024283834416047458,0.02422796887095038
56,D_06,detail,6,160,0.1111111111111111,9.575620208384972e-06,4.5585552315889026e-05,0.016488501665642634,0.01645056947101457
56,D_07,detail,7,320,0.2222222222222222,4.385003338779487e-06,3.084812194185082e-05,0.007550647715957041,0.007533277269294416
56,D_08,detail,8,640,0.4444444444444444,1.8577921975270806e-06,2.00790116672307e-05,0.0031989791863841683,0.0031916198578308707
56,D_09,detail,9,1280,0.8888888888888888,7.289854805405524e-07,1.2577757116260463e-05,0.0012552584635297968,0.0012523707112456488
56,A_09,approximation,9,2560,1.7777777777777777,1.339099209944402e-06,1.704708559132831e-05,,0.0023005240498658536
57,D_01,detail,1,5,0.003472222222222222,0.0002928443849699681,0.0002520938294001019,0.513048805859931,0.5124859430076784
57,D_02,detail,2,10,0.006944444444444444,0.00014625513353797346,0.00017815553681836379,0.2562317239589113,0.2559506136291769
57,D_03,detail,3,20,0.013888888888888888,6.636603761504534e-05,0.00012000979923734256,0.11626999900150409,0.11614243986381209
57,D_04,detail,4,40,0.027777777777777776,3.226355901266169e-05,8.367580540833696e-05,0.05652415164434523,0.0564621393272863
57,D_05,detail,5,80,0.05555555555555555,1.8587548860052314e-05,6.351185923142375e-05,0.03256446165935854,0.032528735378423275
57,D_06,detail,6,160,0.1111111111111111,7.857638025709859e-06,4.1294268191124393e-05,0.013766191236289037,0.013751088428183043
57,D_07,detail,7,320,0.2222222222222222,4.24147038349976e-06,3.0339050455317975e-05,0.007430845278348013,0.0074226929413378755
57,D_08,detail,8,640,0.4444444444444444,1.4724037525244726e-06,1.787545983604139e-05,0.0025795781846861482,0.002576748144506623
57,D_09,detail,9,1280,0.8888888888888888,9.042740445024063e-07,1.4008569770635094e-05,0.001584243176626615,0.00158250511267856
57,A_09,approximation,9,2560,1.7777777777777777,6.269008368882275e-07,1.1663883939786664e-05,,0.00109709416691706
58,D_01,detail,1,5,0.003472222222222222,0.00022664224946598245,0.00022177582362182437,0.5263904592434837,0.525539649168895
58,D_02,detail,2,10,0.006944444444444444,0.0001115458921978677,0.00015558601433110896,0.25907214369389986,0.2586534028409276
58,D_03,detail,3,20,0.013888888888888888,4.948735576547528e-05,0.00010363128642207318,0.11493740460797926,0.1147516301508812
58,D_04,detail,4,40,0.027777777777777776,2.4057389016676152e-05,7.225501745222774e-05,0.055874754519624655,0.05578444360455071
58,D_05,detail,5,80,0.05555555555555555,1.0680752700675395e-05,4.814427982464864e-05,0.024806700129485184,0.02476660481617384
58,D_06,detail,6,160,0.1111111111111111,3.553891398726575e-06,2.7771276404343155e-05,0.008254129712730079,0.008240788481723259
58,D_07,detail,7,320,0.2222222222222222,1.8107913866451657e-06,1.9823392262233298e-05,0.004205673531109919,0.004198875859632661
58,D_08,detail,8,640,0.4444444444444444,2.166853623210897e-06,2.1684956339037808e-05,0.005032649810540242,0.005024515489171958
58,D_09,detail,9,1280,0.8888888888888888,6.140138945405961e-07,1.1543376589458859e-05,0.0014260847511470551,0.0014237797563429375
58,A_09,approximation,9,2560,1.7777777777777777,6.970436896055068e-07,1.229911223652954e-05,,0.0016163098317008766
59,D_01,detail,1,5,0.003472222222222222,0.00017829837387890642,0.00019670593152730948,0.5173348046254228,0.5162334192097354
59,D_02,detail,2,10,0.006944444444444444,8.761636737280642e-05,0.00013789114769951797,0.2542199085202228,0.25367868435142893
59,D_03,detail,3,20,0.013888888888888888,4.3090697858028196e-05,9.670201609639177e-05,0.1250281607879175,0.1247619807597987
59,D_04,detail,4,40,0.027777777777777776,1.8154060071623683e-05,6.276689553630604e-05,0.05267421634865911,0.052562075017454496
59,D_05,detail,5,80,0.05555555555555555,8.790863507989673e-06,4.367767709666185e-05,0.025506792667011675,0.025452489710409424
59,D_06,detail,6,160,0.1111111111111111,4.451648409979261e-06,3.108165911619968e-05,0.012916509614393912,0.012889010874344556
59,D_07,detail,7,320,0.2222222222222222,1.8509019156702083e-06,2.0041742006908634e-05,0.005370413426060692,0.005358980027474727
59,D_08,detail,8,640,0.4444444444444444,1.7484122692563223e-06,1.9478956489821563e-05,0.005073038525492801,0.005062238226353362
59,D_09,detail,9,1280,0.8888888888888888,6.466131199685455e-07,1.1845844324950066e-05,0.0018761554848186833,0.0018721612237133682
59,A_09,approximation,9,2560,1.7777777777777777,7.353073218045685e-07,1.263217722458338e-05,,0.002128960599286952
60,D_01,detail,1,5,0.003472222222222222,0.0002065726715807036,0.00021172892763601233,0.5191000362269214,0.5181984759513365
60,D_02,detail,2,10,0.006944444444444444,9.475740208225008e-05,0.00014340039165524336,0.2381175132086532,0.23770395652237294
60,D_03,detail,3,20,0.013888888888888888,5.2836920540571714e-05,0.00010708102354489651,0.13277481070875505,0.13254421065755223
60,D_04,detail,4,40,0.027777777777777776,2.200009915226015e-05,6.909650550478745e-05,0.055284429346562684,0.05518841269875138
60,D_05,detail,5,80,0.05555555555555555,1.0724830742071477e-05,4.82435200520447e-05,0.026950612509079607,0.026903805342935922
60,D_06,detail,6,160,0.1111111111111111,7.027917838711908e-06,3.905324289953993e-05,0.017660576187348703,0.017629903729588572
60,D_07,detail,7,320,0.2222222222222222,2.668205277123905e-06,2.406320019329337e-05,0.006704979150520237,0.006693334106349808
60,D_08,detail,8,640,0.4444444444444444,1.1226187389303518e-06,1.560845470489683e-05,0.002821048029192466,0.0028161485018159643
60,D_09,detail,9,1280,0.8888888888888888,2.3319296554809818e-07,7.1137973203574945e-06,0.0005859946329666803,0.0005849768917878727
60,A_09,approximation,9,2560,1.7777777777777777,6.923416253876668e-07,1.22575588338393e-05,,0.0017367755975087734
61,D_01,detail,1,5,0.003472222222222222,0.00018449383576506554,0.00020009428971213758,0.5130354961705035,0.5116746292356855
61,D_02,detail,2,10,0.006944444444444444,9.036711365912744e-05,0.00014003899015214112,0.25129043906184223,0.2506238714420425
61,D_03,detail,3,20,0.013888888888888888,4.34796562705201e-05,9.713747626337494e-05,0.12090705868609322,0.1205863432198532
61,D_04,detail,4,40,0.027777777777777776,2.1354872426760133e-05,6.807572189890696e-05,0.05938305486299182,0.05922553664747897
61,D_05,detail,5,80,0.05555555555555555,9.620869118567438e-06,4.5693131014533645e-05,0.026753454072693403,0.026682488435205428
61,D_06,detail,6,160,0.1111111111111111,6.751403861538818e-06,3.8277257052354215e-05,0.018774122265866427,0.01872432243249709
61,D_07,detail,7,320,0.2222222222222222,1.4654738597518166e-06,1.783334464899257e-05,0.0040751502923928005,0.004064340636279867
61,D_08,detail,8,640,0.4444444444444444,1.286563926585782e-06,1.670934591815429e-05,0.0035776423623796265,0.003568152385113125
61,D_09,detail,9,1280,0.8888888888888888,7.924351047682358e-07,1.3113711289250994e-05,0.002203582225237022,0.0021977370503692755
61,A_09,approximation,9,2560,1.7777777777777777,9.56436682661003e-07,1.4406944297117707e-05,,0.0026525785154749553
62,D_01,detail,1,5,0.003472222222222222,0.00018709095341177336,0.00020149773044830771,0.49600398657913464,0.4945960940614685
62,D_02,detail,2,10,0.006944444444444444,9.54573430533733e-05,0.0001439290423750999,0.2530706153307022,0.25235228193942727
62,D_03,detail,3,20,0.013888888888888888,4.613278927521115e-05,0.00010005726363390715,0.12230440315389374,0.12195724575448336
62,D_04,detail,4,40,0.027777777777777776,2.6189008392384128e-05,7.538818579442689e-05,0.0694306824049757,0.06923360548442796
62,D_05,detail,5,80,0.05555555555555555,1.2752254086305534e-05,5.260623776101451e-05,0.033807988838222315,0.03371202587056363
62,D_06,detail,6,160,0.1111111111111111,5.8570915434385375e-06,3.565207165677503e-05,0.015527959542279158,0.015483883892393812
62,D_07,detail,7,320,0.2222222222222222,2.2438298143315596e-06,2.2066767638531142e-05,0.005948703092362011,0.005931817876113416
62,D_08,detail,8,640,0.4444444444444444,8.015795210072689e-07,1.3189158013591324e-05,0.002125098144669453,0.0021190661169879395
62,D_09,detail,9,1280,0.8888888888888888,6.716220477231774e-07,1.2072750823235178e-05,0.0017805629137607176,0.001775508839052958
62,A_09,approximation,9,2560,1.7777777777777777,1.0737086196032344e-06,1.5264654698800708e-05,,0.0028384701650810687
63,D_01,detail,1,5,0.003472222222222222,0.00017664490767944446,0.00019579172190860113,0.5025765802148574,0.5017530692194723
63,D_02,detail,2,10,0.006944444444444444,9.118344914258507e-05,0.00014067009241745243,0.2594281751129612,0.259003081777679
63,D_03,detail,3,20,0.013888888888888888,4.616159282275639e-05,0.00010008849472227958,0.13133543311778856,0.1311202297487618
63,D_04,detail,4,40,0.027777777777777776,1.8289906792024702e-05,6.30012999893858e-05,0.05203704385673563,0.05195177709447416
63,D_05,detail,5,80,0.05555555555555555,9.773382875811459e-06,4.605387959205953e-05,0.027806481417337502,0.027760918324882297
63,D_06,detail,6,160,0.1111111111111111,3.979851261039499e-06,2.9388484128269192e-05,0.011323168399321895,0.0113046145031665
63,D_07,detail,7,320,0.2222222222222222,3.1457692238966575e-06,2.6128061788521464e-05,0.008950101984033036,0.008935436542618079
63,D_08,detail,8,640,0.4444444444444444,1.7609101031016156e-06,1.9548451331443518e-05,0.005010006737859589,0.005001797450363906
63,D_09,detail,9,1280,0.8888888888888888,5.388198973898296e-07,1.0813482387430932e-05,0.0015330091591053137,0.0015304972038168087
63,A_09,approximation,9,2560,1.7777777777777777,5.76870379271266e-07,1.1188783865571168e-05,,0.0016385781347652206
64,D_01,detail,1,5,0.003472222222222222,0.00011304885754291516,0.0001566306873183988,0.5232008562114104,0.5223663174117256
64,D_02,detail,2,10,0.006944444444444444,5.3030919303972585e-05,0.00010727742553542166,0.24543213428745986,0.24504065434945763
64,D_03,detail,3,20,0.013888888888888888,2.3776538561254882e-05,7.183202000149062e-05,0.1100400800447699,0.10986455908522336
64,D_04,detail,4,40,0.027777777777777776,1.4511468711517163e-05,5.611764658800093e-05,0.06716045628208735,0.06705333106257261
64,D_05,detail,5,80,0.05555555555555555,5.5959257936245e-06,3.484815086067114e-05,0.025898476376980794,0.025857166652172966
64,D_06,detail,6,160,0.1111111111111111,3.180561605259439e-06,2.6272153372116987e-05,0.014719941371129452,0.014696462123996243
64,D_07,detail,7,320,0.2222222222222222,1.626565295866561e-06,1.878795519442466e-05,0.007527898768531031,0.007515891288941011
64,D_08,detail,8,640,0.4444444444444444,8.101291898173295e-07,1.325930940828607e-05,0.0037493548804186628,0.003743374419789919
64,D_09,detail,9,1280,0.8888888888888888,4.90655822850111e-07,1.031887242980939e-05,0.00227080177721248,0.0022671797032671128
64,A_09,approximation,9,2560,1.7777777777777777,3.4519865832662273e-07,8.655224045782248e-06,,0.0015950639028536311
65,D_01,detail,1,5,0.003472222222222222,9.609903274738029e-05,0.0001444119967834033,0.5157485017945799,0.5155210284974374
65,D_02,detail,2,10,0.006944444444444444,4.532774825276661e-05,9.918039585981405e-05,0.24326694642744523,0.24315965239906306
65,D_03,detail,3,20,0.013888888888888888,2.206444395687048e-05,6.919747675494682e-05,0.11841642510180872,0.11836419698178512
65,D_04,detail,4,40,0.027777777777777776,1.2323290619955974e-05,5.171387842102555e-05,0.06613717633484457,0.06610800622283798
65,D_05,detail,5,80,0.05555555555555555,5.812147170856666e-06,3.551502020754259e-05,0.031192886232880922,0.031179128464018595
65,D_06,detail,6,160,0.1111111111111111,2.3829319899700966e-06,2.274047796553866e-05,0.012788823868146136,0.012783183297360688
65,D_07,detail,7,320,0.2222222222222222,1.5919081382867897e-06,1.85867204165632e-05,0.00854352238356314,0.008539754222920817
65,D_08,detail,8,640,0.4444444444444444,3.183383596295949e-07,8.311669231010583e-06,0.00170847226396442,0.0017077187342544777
65,D_09,detail,9,1280,0.8888888888888888,4.094111285609649e-07,9.425916462785136e-06,0.0021972455927669254,0.0021962764872864846
65,A_09,approximation,9,2560,1.7777777777777777,8.221765368703132e-08,4.224023290885428e-06,,0.00044105469303529443
66,D_01,detail,1,5,0.003472222222222222,0.00011765032758159923,0.0001597865924210619,0.5376918014543959,0.5365676760960802
66,D_02,detail,2,10,0.006944444444444444,5.366195207833924e-05,0.00010791380312957927,0.24524871520268043,0.24473598597915883
66,D_03,detail,3,20,0.013888888888888888,2.0558401979619532e-05,6.679415216123539e-05,0.09395710511539729,0.09376067369470527
66,D_04,detail,4,40,0.027777777777777776,1.4809351218373137e-05,5.6690695002095006e-05,0.06768248672707745,0.06754098633700648
66,D_05,detail,5,80,0.05555555555555555,6.837916099475599e-06,3.852171809048945e-05,0.031251008826736947,0.031185673905505015
66,D_06,detail,6,160,0.1111111111111111,3.157175448336828e-06,2.617538771342454e-05,0.014429091607470588,0.014398925427273043
